"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2025-07-20,"CZ",5,"0.01",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",6,"0.025",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",7,"0.05",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",8,"0.1",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",9,"0.15",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",9,"0.2",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",10,"0.25",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",11,"0.3",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",11,"0.35",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",12,"0.4",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",12,"0.45",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",13,"0.5",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",14,"0.55",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",14,"0.6",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",15,"0.65",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",15,"0.7",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",16,"0.75",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",17,"0.8",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",18,"0.85",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",20,"0.9",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",21,"0.95",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",23,"0.975",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"CZ",25,"0.99",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",5,"0.01",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",7,"0.025",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",9,"0.05",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",10,"0.1",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",11,"0.15",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",12,"0.2",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",13,"0.25",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",14,"0.3",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",14,"0.35",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",15,"0.4",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",15,"0.45",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",16,"0.5",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",17,"0.55",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",17,"0.6",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",18,"0.65",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",19,"0.7",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",20,"0.75",2025-07-30,"quantile","hospital admissions",0
2025-07-20,"EE",21,"0.8",2025-07-30,"quantile","hospital admissions",0
