"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2025-06-08,"CZ",3,"0.01",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",4,"0.025",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",5,"0.05",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",6,"0.1",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",6,"0.15",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",7,"0.2",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",7,"0.25",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",8,"0.3",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",8,"0.35",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",9,"0.4",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",9,"0.45",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",9,"0.5",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",10,"0.55",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",10,"0.6",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",11,"0.65",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",11,"0.7",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",12,"0.75",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",12,"0.8",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",13,"0.85",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",14,"0.9",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",15,"0.95",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",17,"0.975",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"CZ",18,"0.99",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",97,"0.01",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",104,"0.025",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",113,"0.05",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",123,"0.1",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",130,"0.15",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",136,"0.2",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",141,"0.25",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",145,"0.3",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",149,"0.35",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",154,"0.4",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",157,"0.45",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",162,"0.5",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",166,"0.55",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",170,"0.6",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",174,"0.65",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",179,"0.7",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",185,"0.75",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",190,"0.8",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",197,"0.85",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",206,"0.9",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",218,"0.95",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",231,"0.975",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"GR",245,"0.99",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",56,"0.01",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",59,"0.025",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",62,"0.05",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",65,"0.1",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",68,"0.15",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",69,"0.2",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",71,"0.25",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",73,"0.3",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",75,"0.35",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",76,"0.4",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",78,"0.45",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",79,"0.5",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",81,"0.55",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",82,"0.6",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",83,"0.65",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",85,"0.7",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",87,"0.75",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",89,"0.8",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",91,"0.85",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",94,"0.9",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",98,"0.95",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",102,"0.975",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IE",105,"0.99",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",48,"0.01",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",52,"0.025",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",56,"0.05",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",60,"0.1",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",63,"0.15",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",67,"0.2",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",69,"0.25",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",72,"0.3",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",75,"0.35",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",78,"0.4",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",83,"0.45",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",89,"0.5",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",97,"0.55",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",103,"0.6",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",108,"0.65",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",112,"0.7",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",117,"0.75",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",121,"0.8",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",126,"0.85",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",132,"0.9",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",140,"0.95",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",146,"0.975",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"IT",153,"0.99",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",2,"0.01",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",3,"0.025",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",4,"0.05",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",5,"0.1",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",5,"0.15",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",6,"0.2",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",6,"0.25",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",7,"0.3",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",7,"0.35",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",7,"0.4",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",8,"0.45",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",8,"0.5",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",9,"0.55",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",9,"0.6",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",9,"0.65",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",10,"0.7",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",10,"0.75",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",11,"0.8",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",12,"0.85",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",12,"0.9",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",14,"0.95",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",15,"0.975",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"LT",16,"0.99",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",1,"0.01",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",1,"0.025",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",2,"0.05",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",3,"0.1",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",3,"0.15",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",4,"0.2",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",4,"0.25",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",5,"0.3",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",5,"0.35",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",6,"0.4",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",6,"0.45",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",7,"0.5",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",7,"0.55",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",7,"0.6",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",8,"0.65",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",9,"0.7",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",9,"0.75",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",10,"0.8",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",12,"0.85",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",14,"0.9",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",18,"0.95",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",24,"0.975",2025-06-18,"quantile","hospital admissions",0
2025-06-08,"MT",39,"0.99",2025-06-18,"quantile","hospital admissions",0
