"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2025-04-27,"CZ",3,"0.01",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",4,"0.025",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",4,"0.05",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",5,"0.1",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",6,"0.15",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",7,"0.2",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",7,"0.25",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",8,"0.3",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",8,"0.35",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",9,"0.4",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",9,"0.45",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",10,"0.5",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",11,"0.55",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",11,"0.6",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",12,"0.65",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",12,"0.7",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",13,"0.75",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",14,"0.8",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",14,"0.85",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",16,"0.9",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",18,"0.95",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",19,"0.975",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"CZ",21,"0.99",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",43,"0.01",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",48,"0.025",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",53,"0.05",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",57,"0.1",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",61,"0.15",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",64,"0.2",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",66,"0.25",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",69,"0.3",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",71,"0.35",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",73,"0.4",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",75,"0.45",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",77,"0.5",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",79,"0.55",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",82,"0.6",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",84,"0.65",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",86,"0.7",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",88,"0.75",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",91,"0.8",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",94,"0.85",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",99,"0.9",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",106,"0.95",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",112,"0.975",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"GR",119.01,"0.99",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",28,"0.01",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",30,"0.025",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",32,"0.05",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",35,"0.1",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",36,"0.15",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",37,"0.2",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",39,"0.25",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",40,"0.3",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",40,"0.35",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",41,"0.4",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",42,"0.45",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",43,"0.5",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",44,"0.55",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",45,"0.6",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",46,"0.65",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",47,"0.7",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",48,"0.75",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",50,"0.8",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",51,"0.85",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",53,"0.9",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",56,"0.95",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",59,"0.975",2025-05-07,"quantile","hospital admissions",0
2025-04-27,"IE",63,"0.99",2025-05-07,"quantile","hospital admissions",0
