"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2024-11-24,"CY",0,"0.01",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",0,"0.025",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",0,"0.05",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",1,"0.1",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",2,"0.15",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",3,"0.2",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",3,"0.25",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",4,"0.3",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",4,"0.35",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",5,"0.4",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",6,"0.45",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",6,"0.5",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",7,"0.55",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",7,"0.6",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",8,"0.65",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",8,"0.7",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",9,"0.75",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",10,"0.8",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",11,"0.85",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",13,"0.9",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",15.0500000000002,"0.95",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",19,"0.975",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CY",28,"0.99",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CZ",27,"0.01",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CZ",30,"0.025",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CZ",32,"0.05",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CZ",35,"0.1",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CZ",36,"0.15",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CZ",38,"0.2",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CZ",39,"0.25",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CZ",40,"0.3",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CZ",42,"0.35",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CZ",42,"0.4",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CZ",44,"0.45",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CZ",44.5,"0.5",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CZ",46,"0.55",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CZ",47,"0.6",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CZ",48,"0.65",2024-12-04,"quantile","hospital admissions",0
2024-11-24,"CZ",49,"0.7",2024-12-04,"quantile","hospital admissions",0
