"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2025-08-31,"MT",12,"0.01",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",14,"0.025",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",15,"0.05",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",17,"0.1",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",18,"0.15",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",19,"0.2",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",20,"0.25",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",21,"0.3",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",22,"0.35",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",22,"0.4",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",23,"0.45",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",24,"0.5",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",25,"0.55",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",25,"0.6",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",26,"0.65",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",27,"0.7",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",28,"0.75",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",29,"0.8",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",31,"0.85",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",32,"0.9",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",35,"0.95",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",37,"0.975",2025-09-17,"quantile","hospital admissions",-1
2025-08-31,"MT",40,"0.99",2025-09-17,"quantile","hospital admissions",-1
2025-09-07,"LV",5,"0.01",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",6,"0.025",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",7,"0.05",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",9,"0.1",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",10,"0.15",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",10,"0.2",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",11,"0.25",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",12,"0.3",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",13,"0.35",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",13,"0.4",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",14,"0.45",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",14,"0.5",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",15,"0.55",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",16,"0.6",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",17,"0.65",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",17,"0.7",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",18,"0.75",2025-09-17,"quantile","hospital admissions",0
2025-09-07,"LV",19,"0.8",2025-09-17,"quantile","hospital admissions",0
