"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2025-09-07,"MT",9,"0.01",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",10,"0.025",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",11,"0.05",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",13,"0.1",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",14,"0.15",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",15,"0.2",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",16,"0.25",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",17,"0.3",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",17,"0.35",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",18,"0.4",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",19,"0.45",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",19,"0.5",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",20,"0.55",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",21,"0.6",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",22,"0.65",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",22,"0.7",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",23,"0.75",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",24,"0.8",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",25,"0.85",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",27,"0.9",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",30,"0.95",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",32,"0.975",2025-09-24,"quantile","hospital admissions",-1
2025-09-07,"MT",35,"0.99",2025-09-24,"quantile","hospital admissions",-1
2025-09-14,"IE",117,"0.01",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",121,"0.025",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",125,"0.05",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",130,"0.1",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",134,"0.15",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",136,"0.2",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",139,"0.25",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",141,"0.3",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",143,"0.35",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",145,"0.4",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",147,"0.45",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",149,"0.5",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",150,"0.55",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",152,"0.6",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",154,"0.65",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",156.3,"0.7",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",159,"0.75",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",161,"0.8",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",164,"0.85",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",168,"0.9",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",174,"0.95",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",178,"0.975",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"IE",184,"0.99",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",6,"0.01",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",7,"0.025",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",8,"0.05",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",10,"0.1",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",11,"0.15",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",11,"0.2",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",12,"0.25",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",13,"0.3",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",13,"0.35",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",14,"0.4",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",15,"0.45",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",15,"0.5",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",16,"0.55",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",17,"0.6",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",17,"0.65",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",18,"0.7",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",19,"0.75",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",20,"0.8",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",21,"0.85",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",23,"0.9",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",26,"0.95",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",28,"0.975",2025-09-24,"quantile","hospital admissions",0
2025-09-14,"MT",31,"0.99",2025-09-24,"quantile","hospital admissions",0
2025-09-21,"CZ",18,"0.01",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",21,"0.025",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",23,"0.05",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",25,"0.1",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",27,"0.15",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",28,"0.2",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",30,"0.25",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",31,"0.3",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",32,"0.35",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",33,"0.4",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",34,"0.45",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",35,"0.5",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",36,"0.55",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",37,"0.6",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",38,"0.65",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",39,"0.7",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",40.2500000000005,"0.75",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",42,"0.8",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",44,"0.85",2025-09-24,"quantile","hospital admissions",1
2025-09-21,"CZ",46,"0.9",2025-09-24,"quantile","hospital admissions",1
