"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2025-08-10,"CZ",2,"0.01",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",3,"0.025",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",3,"0.05",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",4,"0.1",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",5,"0.15",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",5,"0.2",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",6,"0.25",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",6,"0.3",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",7,"0.35",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",7,"0.4",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",7,"0.45",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",8,"0.5",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",8,"0.55",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",9,"0.6",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",9,"0.65",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",9,"0.7",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",10,"0.75",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",10,"0.8",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",11,"0.85",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",12,"0.9",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",13,"0.95",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",14,"0.975",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"CZ",15,"0.99",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",2,"0.01",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",2,"0.025",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",3,"0.05",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",4,"0.1",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",5,"0.15",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",5,"0.2",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",6,"0.25",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",6,"0.3",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",6,"0.35",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",7,"0.4",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",7,"0.45",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",8,"0.5",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",8,"0.55",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",8,"0.6",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",9,"0.65",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",9,"0.7",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",10,"0.75",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",11,"0.8",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",11,"0.85",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",12,"0.9",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",14,"0.95",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",15,"0.975",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"EE",16,"0.99",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",115,"0.01",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",121,"0.025",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",126,"0.05",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",133,"0.1",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",138,"0.15",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",141,"0.2",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",144,"0.25",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",148,"0.3",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",150,"0.35",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",152.6,"0.4",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",155,"0.45",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",157,"0.5",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",160,"0.55",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",162,"0.6",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",164,"0.65",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",167,"0.7",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",169,"0.75",2025-08-20,"quantile","hospital admissions",0
2025-08-10,"GR",173,"0.8",2025-08-20,"quantile","hospital admissions",0
