"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2025-03-23,"CZ",2,"0.01",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",3,"0.025",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",4,"0.05",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",5,"0.1",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",6,"0.15",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",7,"0.2",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",7,"0.25",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",8,"0.3",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",8,"0.35",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",9,"0.4",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",9,"0.45",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",10,"0.5",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",10,"0.55",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",11,"0.6",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",11,"0.65",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",12,"0.7",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",12,"0.75",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",13,"0.8",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",14,"0.85",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",15,"0.9",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",17,"0.95",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",19,"0.975",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"CZ",21.0100000000002,"0.99",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"GR",49,"0.01",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"GR",55,"0.025",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"GR",61,"0.05",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"GR",67,"0.1",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"GR",71,"0.15",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"GR",74,"0.2",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"GR",77,"0.25",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"GR",79,"0.3",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"GR",81,"0.35",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"GR",83,"0.4",2025-04-02,"quantile","hospital admissions",0
2025-03-23,"GR",86,"0.45",2025-04-02,"quantile","hospital admissions",0
