"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2025-06-01,"CZ",1,"0.01",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",1,"0.025",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",2,"0.05",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",3,"0.1",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",3,"0.15",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",4,"0.2",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",4,"0.25",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",5,"0.3",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",5,"0.35",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",5,"0.4",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",6,"0.45",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",6,"0.5",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",7,"0.55",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",7,"0.6",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",8,"0.65",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",8,"0.7",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",9,"0.75",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",10,"0.8",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",10,"0.85",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",12,"0.9",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",13,"0.95",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",15,"0.975",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"CZ",16,"0.99",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",32,"0.01",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",35,"0.025",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",38,"0.05",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",42,"0.1",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",44,"0.15",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",46,"0.2",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",48,"0.25",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",49,"0.3",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",50,"0.35",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",52,"0.4",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",53,"0.45",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",55,"0.5",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",56,"0.55",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",57,"0.6",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",59,"0.65",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",60,"0.7",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",62,"0.75",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",63,"0.8",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",66,"0.85",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",68,"0.9",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",72,"0.95",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",76,"0.975",2025-06-11,"quantile","hospital admissions",0
2025-06-01,"GR",80,"0.99",2025-06-11,"quantile","hospital admissions",0
