target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
hospital admissions,CZ,2025-08-13,2025-08-10,0.01,1,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-10,0.025,1,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-10,0.05,1,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-10,0.1,1,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-10,0.15,1,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-10,0.2,1,quantile,0.566962224526616
hospital admissions,CZ,2025-08-13,2025-08-10,0.25,1,quantile,1.60854531455397
hospital admissions,CZ,2025-08-13,2025-08-10,0.3,1,quantile,2.8102340656993
hospital admissions,CZ,2025-08-13,2025-08-10,0.35,1,quantile,4.06800086195803
hospital admissions,CZ,2025-08-13,2025-08-10,0.4,1,quantile,5.01053444926373
hospital admissions,CZ,2025-08-13,2025-08-10,0.45,1,quantile,6.45295665521262
hospital admissions,CZ,2025-08-13,2025-08-10,0.5,1,quantile,7.78901152470988
hospital admissions,CZ,2025-08-13,2025-08-10,0.55,1,quantile,9.45356348545639
hospital admissions,CZ,2025-08-13,2025-08-10,0.6,1,quantile,11.6919089790155
hospital admissions,CZ,2025-08-13,2025-08-10,0.65,1,quantile,13.9939221656123
hospital admissions,CZ,2025-08-13,2025-08-10,0.7,1,quantile,16.783017207068
hospital admissions,CZ,2025-08-13,2025-08-10,0.75,1,quantile,19.6042578944063
hospital admissions,CZ,2025-08-13,2025-08-10,0.8,1,quantile,22.6895976789776
hospital admissions,CZ,2025-08-13,2025-08-10,0.85,1,quantile,27.3755513382721
hospital admissions,CZ,2025-08-13,2025-08-10,0.9,1,quantile,32.6498781033637
hospital admissions,CZ,2025-08-13,2025-08-10,0.95,1,quantile,42.9278215474767
hospital admissions,CZ,2025-08-13,2025-08-10,0.975,1,quantile,52.6986079856955
hospital admissions,CZ,2025-08-13,2025-08-10,0.99,1,quantile,58.8508678821569
hospital admissions,CZ,2025-08-13,2025-08-17,0.01,2,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-17,0.025,2,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-17,0.05,2,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-17,0.1,2,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-17,0.15,2,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-17,0.2,2,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-17,0.25,2,quantile,0.539274915099638
hospital admissions,CZ,2025-08-13,2025-08-17,0.3,2,quantile,1.89372638850497
hospital admissions,CZ,2025-08-13,2025-08-17,0.35,2,quantile,3.60717573082653
hospital admissions,CZ,2025-08-13,2025-08-17,0.4,2,quantile,5.67293193205629
hospital admissions,CZ,2025-08-13,2025-08-17,0.45,2,quantile,7.29009775628524
hospital admissions,CZ,2025-08-13,2025-08-17,0.5,2,quantile,9.03942739000619
hospital admissions,CZ,2025-08-13,2025-08-17,0.55,2,quantile,10.952390446199
hospital admissions,CZ,2025-08-13,2025-08-17,0.6,2,quantile,12.8863194185118
hospital admissions,CZ,2025-08-13,2025-08-17,0.65,2,quantile,15.4307961807429
hospital admissions,CZ,2025-08-13,2025-08-17,0.7,2,quantile,18.7173432479219
hospital admissions,CZ,2025-08-13,2025-08-17,0.75,2,quantile,22.1322265090737
hospital admissions,CZ,2025-08-13,2025-08-17,0.8,2,quantile,27.3047559501863
hospital admissions,CZ,2025-08-13,2025-08-17,0.85,2,quantile,33.1483281635837
hospital admissions,CZ,2025-08-13,2025-08-17,0.9,2,quantile,40.6538672899648
hospital admissions,CZ,2025-08-13,2025-08-17,0.95,2,quantile,53.0867586695679
hospital admissions,CZ,2025-08-13,2025-08-17,0.975,2,quantile,66.0822214041527
hospital admissions,CZ,2025-08-13,2025-08-17,0.99,2,quantile,86.5690318899214
hospital admissions,CZ,2025-08-13,2025-08-24,0.01,3,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-24,0.025,3,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-24,0.05,3,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-24,0.1,3,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-24,0.15,3,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-24,0.2,3,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-24,0.25,3,quantile,0.105301026137015
hospital admissions,CZ,2025-08-13,2025-08-24,0.3,3,quantile,2.01929836947543
hospital admissions,CZ,2025-08-13,2025-08-24,0.35,3,quantile,3.87271765137831
hospital admissions,CZ,2025-08-13,2025-08-24,0.4,3,quantile,5.64981785387758
hospital admissions,CZ,2025-08-13,2025-08-24,0.45,3,quantile,7.94027639323267
hospital admissions,CZ,2025-08-13,2025-08-24,0.5,3,quantile,10.5038541012135
hospital admissions,CZ,2025-08-13,2025-08-24,0.55,3,quantile,13.0998036427041
hospital admissions,CZ,2025-08-13,2025-08-24,0.6,3,quantile,15.711860877303
hospital admissions,CZ,2025-08-13,2025-08-24,0.65,3,quantile,19.3782551924163
hospital admissions,CZ,2025-08-13,2025-08-24,0.7,3,quantile,23.6519651893032
hospital admissions,CZ,2025-08-13,2025-08-24,0.75,3,quantile,27.6528867710732
hospital admissions,CZ,2025-08-13,2025-08-24,0.8,3,quantile,33.2812511331728
hospital admissions,CZ,2025-08-13,2025-08-24,0.85,3,quantile,40.5323823313178
hospital admissions,CZ,2025-08-13,2025-08-24,0.9,3,quantile,53.9714944302172
hospital admissions,CZ,2025-08-13,2025-08-24,0.95,3,quantile,73.4607191927469
hospital admissions,CZ,2025-08-13,2025-08-24,0.975,3,quantile,96.9873274064104
hospital admissions,CZ,2025-08-13,2025-08-24,0.99,3,quantile,136.454257390956
hospital admissions,CZ,2025-08-13,2025-08-31,0.01,4,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-31,0.025,4,quantile,0
hospital admissions,CZ,2025-08-13,2025-08-31,0.05,4,quantile,0
