target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
hospital admissions,CZ,2025-09-17,2025-09-14,0.01,1,quantile,0.818256663265235
hospital admissions,CZ,2025-09-17,2025-09-14,0.025,1,quantile,2.03655179319293
hospital admissions,CZ,2025-09-17,2025-09-14,0.05,1,quantile,3.41439542591174
hospital admissions,CZ,2025-09-17,2025-09-14,0.1,1,quantile,6.44920051785215
hospital admissions,CZ,2025-09-17,2025-09-14,0.15,1,quantile,8.84901630593402
hospital admissions,CZ,2025-09-17,2025-09-14,0.2,1,quantile,11.6201853554839
hospital admissions,CZ,2025-09-17,2025-09-14,0.25,1,quantile,14.0379398432771
hospital admissions,CZ,2025-09-17,2025-09-14,0.3,1,quantile,16.996956264644
hospital admissions,CZ,2025-09-17,2025-09-14,0.35,1,quantile,19.6748915177113
hospital admissions,CZ,2025-09-17,2025-09-14,0.4,1,quantile,21.7929009056857
hospital admissions,CZ,2025-09-17,2025-09-14,0.45,1,quantile,23.8221828760468
hospital admissions,CZ,2025-09-17,2025-09-14,0.5,1,quantile,26.0208156835433
hospital admissions,CZ,2025-09-17,2025-09-14,0.55,1,quantile,28.758067972946
hospital admissions,CZ,2025-09-17,2025-09-14,0.6,1,quantile,31.4378794150081
hospital admissions,CZ,2025-09-17,2025-09-14,0.65,1,quantile,34.9031341411191
hospital admissions,CZ,2025-09-17,2025-09-14,0.7,1,quantile,38.6829743023305
hospital admissions,CZ,2025-09-17,2025-09-14,0.75,1,quantile,42.7861742758233
hospital admissions,CZ,2025-09-17,2025-09-14,0.8,1,quantile,46.7763769847536
hospital admissions,CZ,2025-09-17,2025-09-14,0.85,1,quantile,52.0381205578556
hospital admissions,CZ,2025-09-17,2025-09-14,0.9,1,quantile,60.2586239224683
hospital admissions,CZ,2025-09-17,2025-09-14,0.95,1,quantile,70.743389771545
hospital admissions,CZ,2025-09-17,2025-09-14,0.975,1,quantile,80.9794384362457
hospital admissions,CZ,2025-09-17,2025-09-14,0.99,1,quantile,92.8981873946298
hospital admissions,CZ,2025-09-17,2025-09-21,0.01,2,quantile,0
hospital admissions,CZ,2025-09-17,2025-09-21,0.025,2,quantile,1.55287375817178
hospital admissions,CZ,2025-09-17,2025-09-21,0.05,2,quantile,4.22603533942717
hospital admissions,CZ,2025-09-17,2025-09-21,0.1,2,quantile,7.63094002245144
hospital admissions,CZ,2025-09-17,2025-09-21,0.15,2,quantile,10.6984877990169
hospital admissions,CZ,2025-09-17,2025-09-21,0.2,2,quantile,13.349655406032
