target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
hospital admissions,CZ,2025-04-02,2025-03-30,0.01,1,quantile,0
hospital admissions,CZ,2025-04-02,2025-03-30,0.025,1,quantile,0
hospital admissions,CZ,2025-04-02,2025-03-30,0.05,1,quantile,0
hospital admissions,CZ,2025-04-02,2025-03-30,0.1,1,quantile,0.432937461193147
hospital admissions,CZ,2025-04-02,2025-03-30,0.15,1,quantile,1.63740571494021
hospital admissions,CZ,2025-04-02,2025-03-30,0.2,1,quantile,3.05872583371749
hospital admissions,CZ,2025-04-02,2025-03-30,0.25,1,quantile,4.47250808434777
hospital admissions,CZ,2025-04-02,2025-03-30,0.3,1,quantile,5.68556253399853
hospital admissions,CZ,2025-04-02,2025-03-30,0.35,1,quantile,7.0014251959205
hospital admissions,CZ,2025-04-02,2025-03-30,0.4,1,quantile,8.20680293926732
hospital admissions,CZ,2025-04-02,2025-03-30,0.45,1,quantile,9.7295621168526
hospital admissions,CZ,2025-04-02,2025-03-30,0.5,1,quantile,11.4413034521203
hospital admissions,CZ,2025-04-02,2025-03-30,0.55,1,quantile,13.5929965873788
hospital admissions,CZ,2025-04-02,2025-03-30,0.6,1,quantile,15.6470204957596
hospital admissions,CZ,2025-04-02,2025-03-30,0.65,1,quantile,18.699078266681
hospital admissions,CZ,2025-04-02,2025-03-30,0.7,1,quantile,21.0706279247588
hospital admissions,CZ,2025-04-02,2025-03-30,0.75,1,quantile,23.6325790737618
hospital admissions,CZ,2025-04-02,2025-03-30,0.8,1,quantile,26.5551384642799
hospital admissions,CZ,2025-04-02,2025-03-30,0.85,1,quantile,31.3586660224852
hospital admissions,CZ,2025-04-02,2025-03-30,0.9,1,quantile,38.3891802856047
hospital admissions,CZ,2025-04-02,2025-03-30,0.95,1,quantile,46.5531682659195
hospital admissions,CZ,2025-04-02,2025-03-30,0.975,1,quantile,54.5302326467338
hospital admissions,CZ,2025-04-02,2025-03-30,0.99,1,quantile,62.8173973474498
hospital admissions,CZ,2025-04-02,2025-04-06,0.01,2,quantile,0
hospital admissions,CZ,2025-04-02,2025-04-06,0.025,2,quantile,0
hospital admissions,CZ,2025-04-02,2025-04-06,0.05,2,quantile,0
hospital admissions,CZ,2025-04-02,2025-04-06,0.1,2,quantile,0
hospital admissions,CZ,2025-04-02,2025-04-06,0.15,2,quantile,0.598864208153419
hospital admissions,CZ,2025-04-02,2025-04-06,0.2,2,quantile,2.00710647827935
hospital admissions,CZ,2025-04-02,2025-04-06,0.25,2,quantile,3.44685392209603
hospital admissions,CZ,2025-04-02,2025-04-06,0.3,2,quantile,5.23329170055538
hospital admissions,CZ,2025-04-02,2025-04-06,0.35,2,quantile,6.80563907310545
hospital admissions,CZ,2025-04-02,2025-04-06,0.4,2,quantile,8.72978117832725
hospital admissions,CZ,2025-04-02,2025-04-06,0.45,2,quantile,10.674028601675
hospital admissions,CZ,2025-04-02,2025-04-06,0.5,2,quantile,12.7330601503682
hospital admissions,CZ,2025-04-02,2025-04-06,0.55,2,quantile,14.6518850411799
hospital admissions,CZ,2025-04-02,2025-04-06,0.6,2,quantile,16.6814354467084
hospital admissions,CZ,2025-04-02,2025-04-06,0.65,2,quantile,19.4153230145345
hospital admissions,CZ,2025-04-02,2025-04-06,0.7,2,quantile,22.3660143048354
hospital admissions,CZ,2025-04-02,2025-04-06,0.75,2,quantile,26.1657797305323
hospital admissions,CZ,2025-04-02,2025-04-06,0.8,2,quantile,29.9467490134071
hospital admissions,CZ,2025-04-02,2025-04-06,0.85,2,quantile,35.9252041794303
hospital admissions,CZ,2025-04-02,2025-04-06,0.9,2,quantile,44.8214973097821
hospital admissions,CZ,2025-04-02,2025-04-06,0.95,2,quantile,56.7232339030612
hospital admissions,CZ,2025-04-02,2025-04-06,0.975,2,quantile,68.4637598476303
hospital admissions,CZ,2025-04-02,2025-04-06,0.99,2,quantile,88.8569538043795
hospital admissions,CZ,2025-04-02,2025-04-13,0.01,3,quantile,0
hospital admissions,CZ,2025-04-02,2025-04-13,0.025,3,quantile,0
hospital admissions,CZ,2025-04-02,2025-04-13,0.05,3,quantile,0
hospital admissions,CZ,2025-04-02,2025-04-13,0.1,3,quantile,0
hospital admissions,CZ,2025-04-02,2025-04-13,0.15,3,quantile,0.32722012917422
hospital admissions,CZ,2025-04-02,2025-04-13,0.2,3,quantile,2.21102416078212
hospital admissions,CZ,2025-04-02,2025-04-13,0.25,3,quantile,3.94457059620909
hospital admissions,CZ,2025-04-02,2025-04-13,0.3,3,quantile,5.79892454862914
hospital admissions,CZ,2025-04-02,2025-04-13,0.35,3,quantile,7.37678616873527
hospital admissions,CZ,2025-04-02,2025-04-13,0.4,3,quantile,9.71968808844459
hospital admissions,CZ,2025-04-02,2025-04-13,0.45,3,quantile,11.8346791363657
hospital admissions,CZ,2025-04-02,2025-04-13,0.5,3,quantile,14.2719050836773
hospital admissions,CZ,2025-04-02,2025-04-13,0.55,3,quantile,16.4429123580002
hospital admissions,CZ,2025-04-02,2025-04-13,0.6,3,quantile,19.3591888010261
hospital admissions,CZ,2025-04-02,2025-04-13,0.65,3,quantile,22.9877152307741
hospital admissions,CZ,2025-04-02,2025-04-13,0.7,3,quantile,26.5610085077462
hospital admissions,CZ,2025-04-02,2025-04-13,0.75,3,quantile,30.8846395345
hospital admissions,CZ,2025-04-02,2025-04-13,0.8,3,quantile,37.165087164034
hospital admissions,CZ,2025-04-02,2025-04-13,0.85,3,quantile,44.2792828814511
hospital admissions,CZ,2025-04-02,2025-04-13,0.9,3,quantile,54.9273970756251
hospital admissions,CZ,2025-04-02,2025-04-13,0.95,3,quantile,72.052151442339
hospital admissions,CZ,2025-04-02,2025-04-13,0.975,3,quantile,94.5024803902797
hospital admissions,CZ,2025-04-02,2025-04-13,0.99,3,quantile,130.999409447162
hospital admissions,CZ,2025-04-02,2025-04-20,0.01,4,quantile,0
hospital admissions,CZ,2025-04-02,2025-04-20,0.025,4,quantile,0
hospital admissions,CZ,2025-04-02,2025-04-20,0.05,4,quantile,0
hospital admissions,CZ,2025-04-02,2025-04-20,0.1,4,quantile,0
hospital admissions,CZ,2025-04-02,2025-04-20,0.15,4,quantile,0
hospital admissions,CZ,2025-04-02,2025-04-20,0.2,4,quantile,1.48739179998892
hospital admissions,CZ,2025-04-02,2025-04-20,0.25,4,quantile,3.88270342480751
hospital admissions,CZ,2025-04-02,2025-04-20,0.3,4,quantile,6.17838190710281
hospital admissions,CZ,2025-04-02,2025-04-20,0.35,4,quantile,8.24815137429352
hospital admissions,CZ,2025-04-02,2025-04-20,0.4,4,quantile,11.2124708034835
hospital admissions,CZ,2025-04-02,2025-04-20,0.45,4,quantile,13.2113356877787
hospital admissions,CZ,2025-04-02,2025-04-20,0.5,4,quantile,16.0832575886541
hospital admissions,CZ,2025-04-02,2025-04-20,0.55,4,quantile,19.205865936236
hospital admissions,CZ,2025-04-02,2025-04-20,0.6,4,quantile,22.5841549914347
