target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
hospital admissions,CZ,2025-03-26,2025-03-23,0.01,1,quantile,0
hospital admissions,CZ,2025-03-26,2025-03-23,0.025,1,quantile,0
hospital admissions,CZ,2025-03-26,2025-03-23,0.05,1,quantile,0
hospital admissions,CZ,2025-03-26,2025-03-23,0.1,1,quantile,0.929628388753864
hospital admissions,CZ,2025-03-26,2025-03-23,0.15,1,quantile,2.2953247553683
hospital admissions,CZ,2025-03-26,2025-03-23,0.2,1,quantile,3.73985079467665
hospital admissions,CZ,2025-03-26,2025-03-23,0.25,1,quantile,5.17671646567339
hospital admissions,CZ,2025-03-26,2025-03-23,0.3,1,quantile,6.71325938552714
hospital admissions,CZ,2025-03-26,2025-03-23,0.35,1,quantile,8.1609033055085
hospital admissions,CZ,2025-03-26,2025-03-23,0.4,1,quantile,9.53986555582826
hospital admissions,CZ,2025-03-26,2025-03-23,0.45,1,quantile,11.2125329662612
hospital admissions,CZ,2025-03-26,2025-03-23,0.5,1,quantile,13.2950367739042
hospital admissions,CZ,2025-03-26,2025-03-23,0.55,1,quantile,15.392256999058
hospital admissions,CZ,2025-03-26,2025-03-23,0.6,1,quantile,17.6479581851566
hospital admissions,CZ,2025-03-26,2025-03-23,0.65,1,quantile,20.5497540370234
hospital admissions,CZ,2025-03-26,2025-03-23,0.7,1,quantile,23.3179132585307
hospital admissions,CZ,2025-03-26,2025-03-23,0.75,1,quantile,25.7448376179417
hospital admissions,CZ,2025-03-26,2025-03-23,0.8,1,quantile,28.9026811913574
hospital admissions,CZ,2025-03-26,2025-03-23,0.85,1,quantile,33.9599098561236
hospital admissions,CZ,2025-03-26,2025-03-23,0.9,1,quantile,40.7090513957017
hospital admissions,CZ,2025-03-26,2025-03-23,0.95,1,quantile,48.8452845711502
hospital admissions,CZ,2025-03-26,2025-03-23,0.975,1,quantile,57.230234035037
hospital admissions,CZ,2025-03-26,2025-03-23,0.99,1,quantile,65.7998885633584
hospital admissions,CZ,2025-03-26,2025-03-30,0.01,2,quantile,0
hospital admissions,CZ,2025-03-26,2025-03-30,0.025,2,quantile,0
hospital admissions,CZ,2025-03-26,2025-03-30,0.05,2,quantile,0
hospital admissions,CZ,2025-03-26,2025-03-30,0.1,2,quantile,0.14270420111162
hospital admissions,CZ,2025-03-26,2025-03-30,0.15,2,quantile,1.78711488079807
hospital admissions,CZ,2025-03-26,2025-03-30,0.2,2,quantile,3.31268152274694
hospital admissions,CZ,2025-03-26,2025-03-30,0.25,2,quantile,4.87581785607627
hospital admissions,CZ,2025-03-26,2025-03-30,0.3,2,quantile,6.7870029552787
hospital admissions,CZ,2025-03-26,2025-03-30,0.35,2,quantile,8.30671139654653
hospital admissions,CZ,2025-03-26,2025-03-30,0.4,2,quantile,10.5889100161115
hospital admissions,CZ,2025-03-26,2025-03-30,0.45,2,quantile,12.3295449693794
hospital admissions,CZ,2025-03-26,2025-03-30,0.5,2,quantile,14.7315138800565
hospital admissions,CZ,2025-03-26,2025-03-30,0.55,2,quantile,16.7040603510612
hospital admissions,CZ,2025-03-26,2025-03-30,0.6,2,quantile,19.2036580704857
hospital admissions,CZ,2025-03-26,2025-03-30,0.65,2,quantile,21.8645363159004
hospital admissions,CZ,2025-03-26,2025-03-30,0.7,2,quantile,24.9543149985862
hospital admissions,CZ,2025-03-26,2025-03-30,0.75,2,quantile,28.5406704032129
hospital admissions,CZ,2025-03-26,2025-03-30,0.8,2,quantile,32.6065797531842
hospital admissions,CZ,2025-03-26,2025-03-30,0.85,2,quantile,39.4073040950097
hospital admissions,CZ,2025-03-26,2025-03-30,0.9,2,quantile,48.0287564829314
hospital admissions,CZ,2025-03-26,2025-03-30,0.95,2,quantile,60.3246639804696
hospital admissions,CZ,2025-03-26,2025-03-30,0.975,2,quantile,72.4570439037367
hospital admissions,CZ,2025-03-26,2025-03-30,0.99,2,quantile,93.6720281914937
hospital admissions,CZ,2025-03-26,2025-04-06,0.01,3,quantile,0
hospital admissions,CZ,2025-03-26,2025-04-06,0.025,3,quantile,0
hospital admissions,CZ,2025-03-26,2025-04-06,0.05,3,quantile,0
hospital admissions,CZ,2025-03-26,2025-04-06,0.1,3,quantile,0
hospital admissions,CZ,2025-03-26,2025-04-06,0.15,3,quantile,1.74233184727959
hospital admissions,CZ,2025-03-26,2025-04-06,0.2,3,quantile,3.61643388473888
