target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
hospital admissions,CY,2024-11-13,2024-11-10,0.01,1,quantile,3.78407129911131
hospital admissions,CY,2024-11-13,2024-11-10,0.025,1,quantile,5.7006642967576
hospital admissions,CY,2024-11-13,2024-11-10,0.05,1,quantile,7.20136935956891
hospital admissions,CY,2024-11-13,2024-11-10,0.1,1,quantile,8.78567016694664
hospital admissions,CY,2024-11-13,2024-11-10,0.15,1,quantile,9.82251321811368
hospital admissions,CY,2024-11-13,2024-11-10,0.2,1,quantile,11.0449662121696
hospital admissions,CY,2024-11-13,2024-11-10,0.25,1,quantile,12.0847538898115
hospital admissions,CY,2024-11-13,2024-11-10,0.3,1,quantile,12.7428735158448
hospital admissions,CY,2024-11-13,2024-11-10,0.35,1,quantile,13.7198349821551
hospital admissions,CY,2024-11-13,2024-11-10,0.4,1,quantile,14.3922587722026
hospital admissions,CY,2024-11-13,2024-11-10,0.45,1,quantile,15.1421152437582
hospital admissions,CY,2024-11-13,2024-11-10,0.5,1,quantile,15.8756435248588
hospital admissions,CY,2024-11-13,2024-11-10,0.55,1,quantile,17.0994696272721
hospital admissions,CY,2024-11-13,2024-11-10,0.6,1,quantile,17.8325073472445
hospital admissions,CY,2024-11-13,2024-11-10,0.65,1,quantile,18.8439807471265
hospital admissions,CY,2024-11-13,2024-11-10,0.7,1,quantile,19.8978177103248
hospital admissions,CY,2024-11-13,2024-11-10,0.75,1,quantile,20.9541641911065
hospital admissions,CY,2024-11-13,2024-11-10,0.8,1,quantile,22.0984203381268
hospital admissions,CY,2024-11-13,2024-11-10,0.85,1,quantile,23.4031030016416
hospital admissions,CY,2024-11-13,2024-11-10,0.9,1,quantile,25.5641878811922
hospital admissions,CY,2024-11-13,2024-11-10,0.95,1,quantile,29.0716288825582
hospital admissions,CY,2024-11-13,2024-11-10,0.975,1,quantile,31.7997851680682
hospital admissions,CY,2024-11-13,2024-11-10,0.99,1,quantile,36.4749638498542
hospital admissions,CY,2024-11-13,2024-11-17,0.01,2,quantile,2.90993098279047
hospital admissions,CY,2024-11-13,2024-11-17,0.025,2,quantile,3.54199099060905
hospital admissions,CY,2024-11-13,2024-11-17,0.05,2,quantile,4.93984397172834
hospital admissions,CY,2024-11-13,2024-11-17,0.1,2,quantile,6.48707140555238
hospital admissions,CY,2024-11-13,2024-11-17,0.15,2,quantile,8.06805037802505
hospital admissions,CY,2024-11-13,2024-11-17,0.2,2,quantile,9.47191298943426
hospital admissions,CY,2024-11-13,2024-11-17,0.25,2,quantile,10.570649117346
hospital admissions,CY,2024-11-13,2024-11-17,0.3,2,quantile,11.4980703228038
hospital admissions,CY,2024-11-13,2024-11-17,0.35,2,quantile,12.5598562910739
hospital admissions,CY,2024-11-13,2024-11-17,0.4,2,quantile,13.4089702252832
hospital admissions,CY,2024-11-13,2024-11-17,0.45,2,quantile,14.333082266059
hospital admissions,CY,2024-11-13,2024-11-17,0.5,2,quantile,15.6401222591026
hospital admissions,CY,2024-11-13,2024-11-17,0.55,2,quantile,16.6344089402015
hospital admissions,CY,2024-11-13,2024-11-17,0.6,2,quantile,18.1164313936012
hospital admissions,CY,2024-11-13,2024-11-17,0.65,2,quantile,19.3017288607096
hospital admissions,CY,2024-11-13,2024-11-17,0.7,2,quantile,20.7085794600242
hospital admissions,CY,2024-11-13,2024-11-17,0.75,2,quantile,22.6695131424503
hospital admissions,CY,2024-11-13,2024-11-17,0.8,2,quantile,24.573287491643
hospital admissions,CY,2024-11-13,2024-11-17,0.85,2,quantile,26.7772577413197
hospital admissions,CY,2024-11-13,2024-11-17,0.9,2,quantile,29.8177529521323
hospital admissions,CY,2024-11-13,2024-11-17,0.95,2,quantile,34.599303258684
hospital admissions,CY,2024-11-13,2024-11-17,0.975,2,quantile,38.3786682631437
hospital admissions,CY,2024-11-13,2024-11-17,0.99,2,quantile,45.7409445030971
hospital admissions,CY,2024-11-13,2024-11-24,0.01,3,quantile,2.80525855447842
hospital admissions,CY,2024-11-13,2024-11-24,0.025,3,quantile,3.66923215640907
hospital admissions,CY,2024-11-13,2024-11-24,0.05,3,quantile,4.54334413251183
hospital admissions,CY,2024-11-13,2024-11-24,0.1,3,quantile,6.26629479573197
hospital admissions,CY,2024-11-13,2024-11-24,0.15,3,quantile,7.79963043678074
hospital admissions,CY,2024-11-13,2024-11-24,0.2,3,quantile,8.9448317180713
hospital admissions,CY,2024-11-13,2024-11-24,0.25,3,quantile,10.2946103788658
hospital admissions,CY,2024-11-13,2024-11-24,0.3,3,quantile,11.1875265354367
hospital admissions,CY,2024-11-13,2024-11-24,0.35,3,quantile,12.3371630829859
hospital admissions,CY,2024-11-13,2024-11-24,0.4,3,quantile,13.470416047642
hospital admissions,CY,2024-11-13,2024-11-24,0.45,3,quantile,14.4447807511547
hospital admissions,CY,2024-11-13,2024-11-24,0.5,3,quantile,15.5321015926836
hospital admissions,CY,2024-11-13,2024-11-24,0.55,3,quantile,16.782771950035
hospital admissions,CY,2024-11-13,2024-11-24,0.6,3,quantile,18.5351188349758
hospital admissions,CY,2024-11-13,2024-11-24,0.65,3,quantile,20.0146234236737
hospital admissions,CY,2024-11-13,2024-11-24,0.7,3,quantile,21.5962837918293
hospital admissions,CY,2024-11-13,2024-11-24,0.75,3,quantile,23.5507961270806
hospital admissions,CY,2024-11-13,2024-11-24,0.8,3,quantile,26.1768948692196
hospital admissions,CY,2024-11-13,2024-11-24,0.85,3,quantile,29.8748984956016
hospital admissions,CY,2024-11-13,2024-11-24,0.9,3,quantile,35.1583952945777
hospital admissions,CY,2024-11-13,2024-11-24,0.95,3,quantile,42.3884639207351
hospital admissions,CY,2024-11-13,2024-11-24,0.975,3,quantile,49.4222830539966
hospital admissions,CY,2024-11-13,2024-11-24,0.99,3,quantile,56.7063278914054
hospital admissions,CY,2024-11-13,2024-12-01,0.01,4,quantile,2.52849909939731
hospital admissions,CY,2024-11-13,2024-12-01,0.025,4,quantile,3.00205219813355
hospital admissions,CY,2024-11-13,2024-12-01,0.05,4,quantile,3.89706655879061
