target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
hospital admissions,CY,2024-12-04,2024-12-01,0.01,1,quantile,0.5890356009659
hospital admissions,CY,2024-12-04,2024-12-01,0.025,1,quantile,0.630631760176616
hospital admissions,CY,2024-12-04,2024-12-01,0.05,1,quantile,0.86423185985814
hospital admissions,CY,2024-12-04,2024-12-01,0.1,1,quantile,1.2229361862396
hospital admissions,CY,2024-12-04,2024-12-01,0.15,1,quantile,1.6311187786482
hospital admissions,CY,2024-12-04,2024-12-01,0.2,1,quantile,2.15805056389769
hospital admissions,CY,2024-12-04,2024-12-01,0.25,1,quantile,2.62524229918608
hospital admissions,CY,2024-12-04,2024-12-01,0.3,1,quantile,3.09312017410403
hospital admissions,CY,2024-12-04,2024-12-01,0.35,1,quantile,3.57936110243518
hospital admissions,CY,2024-12-04,2024-12-01,0.4,1,quantile,4.02488256909254
hospital admissions,CY,2024-12-04,2024-12-01,0.45,1,quantile,4.58426340267935
hospital admissions,CY,2024-12-04,2024-12-01,0.5,1,quantile,5.13606450697146
hospital admissions,CY,2024-12-04,2024-12-01,0.55,1,quantile,5.57458016872762
hospital admissions,CY,2024-12-04,2024-12-01,0.6,1,quantile,6.15489226375013
hospital admissions,CY,2024-12-04,2024-12-01,0.65,1,quantile,6.90733995977848
hospital admissions,CY,2024-12-04,2024-12-01,0.7,1,quantile,7.60229703682429
hospital admissions,CY,2024-12-04,2024-12-01,0.75,1,quantile,8.41494607260022
hospital admissions,CY,2024-12-04,2024-12-01,0.8,1,quantile,9.42424243451789
hospital admissions,CY,2024-12-04,2024-12-01,0.85,1,quantile,10.6014882661367
hospital admissions,CY,2024-12-04,2024-12-01,0.9,1,quantile,11.9222614432464
hospital admissions,CY,2024-12-04,2024-12-01,0.95,1,quantile,14.1668134342436
hospital admissions,CY,2024-12-04,2024-12-01,0.975,1,quantile,16.7089287957606
hospital admissions,CY,2024-12-04,2024-12-01,0.99,1,quantile,20.0651810832953
hospital admissions,CY,2024-12-04,2024-12-08,0.01,2,quantile,0.770391552951729
hospital admissions,CY,2024-12-04,2024-12-08,0.025,2,quantile,0.840312500928288
