target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
hospital admissions,CZ,2025-09-24,2025-09-21,0.01,1,quantile,3.27376020884274
hospital admissions,CZ,2025-09-24,2025-09-21,0.025,1,quantile,6.12340657423379
hospital admissions,CZ,2025-09-24,2025-09-21,0.05,1,quantile,10.1658731151934
hospital admissions,CZ,2025-09-24,2025-09-21,0.1,1,quantile,14.3611448615661
hospital admissions,CZ,2025-09-24,2025-09-21,0.15,1,quantile,18.1137855605094
hospital admissions,CZ,2025-09-24,2025-09-21,0.2,1,quantile,21.070085204133
hospital admissions,CZ,2025-09-24,2025-09-21,0.25,1,quantile,24.3476871428697
hospital admissions,CZ,2025-09-24,2025-09-21,0.3,1,quantile,27.6515735190984
hospital admissions,CZ,2025-09-24,2025-09-21,0.35,1,quantile,30.756272220648
hospital admissions,CZ,2025-09-24,2025-09-21,0.4,1,quantile,33.2150145305339
hospital admissions,CZ,2025-09-24,2025-09-21,0.45,1,quantile,35.7489936393482
hospital admissions,CZ,2025-09-24,2025-09-21,0.5,1,quantile,38.4060648263203
hospital admissions,CZ,2025-09-24,2025-09-21,0.55,1,quantile,40.7268333066938
hospital admissions,CZ,2025-09-24,2025-09-21,0.6,1,quantile,44.1254494885164
hospital admissions,CZ,2025-09-24,2025-09-21,0.65,1,quantile,48.6785031674227
hospital admissions,CZ,2025-09-24,2025-09-21,0.7,1,quantile,53.0271056919894
hospital admissions,CZ,2025-09-24,2025-09-21,0.75,1,quantile,57.6606833976879
hospital admissions,CZ,2025-09-24,2025-09-21,0.8,1,quantile,61.7964106607505
hospital admissions,CZ,2025-09-24,2025-09-21,0.85,1,quantile,66.9904786533404
hospital admissions,CZ,2025-09-24,2025-09-21,0.9,1,quantile,77.5691403880073
hospital admissions,CZ,2025-09-24,2025-09-21,0.95,1,quantile,89.7989167706772
hospital admissions,CZ,2025-09-24,2025-09-21,0.975,1,quantile,100.434285915218
hospital admissions,CZ,2025-09-24,2025-09-21,0.99,1,quantile,113.779445373687
hospital admissions,CZ,2025-09-24,2025-09-28,0.01,2,quantile,5.30763797068917
hospital admissions,CZ,2025-09-24,2025-09-28,0.025,2,quantile,7.45572311267665
hospital admissions,CZ,2025-09-24,2025-09-28,0.05,2,quantile,11.8117860898697
hospital admissions,CZ,2025-09-24,2025-09-28,0.1,2,quantile,16.5101705807649
