target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
hospital admissions,CZ,2025-02-19,2025-02-16,0.01,1,quantile,0
hospital admissions,CZ,2025-02-19,2025-02-16,0.025,1,quantile,0
hospital admissions,CZ,2025-02-19,2025-02-16,0.05,1,quantile,1.34663957930616
hospital admissions,CZ,2025-02-19,2025-02-16,0.1,1,quantile,3.20809430735811
hospital admissions,CZ,2025-02-19,2025-02-16,0.15,1,quantile,5.91527062968937
hospital admissions,CZ,2025-02-19,2025-02-16,0.2,1,quantile,8.0199881535782
hospital admissions,CZ,2025-02-19,2025-02-16,0.25,1,quantile,10.6066354573927
hospital admissions,CZ,2025-02-19,2025-02-16,0.3,1,quantile,13.3333287743389
hospital admissions,CZ,2025-02-19,2025-02-16,0.35,1,quantile,16.3552617880141
hospital admissions,CZ,2025-02-19,2025-02-16,0.4,1,quantile,18.8809981012164
hospital admissions,CZ,2025-02-19,2025-02-16,0.45,1,quantile,21.5238892622586
hospital admissions,CZ,2025-02-19,2025-02-16,0.5,1,quantile,24.4392726036808
hospital admissions,CZ,2025-02-19,2025-02-16,0.55,1,quantile,27.1520678230335
hospital admissions,CZ,2025-02-19,2025-02-16,0.6,1,quantile,30.7503404909573
hospital admissions,CZ,2025-02-19,2025-02-16,0.65,1,quantile,34.4332318622559
hospital admissions,CZ,2025-02-19,2025-02-16,0.7,1,quantile,39.0626351792339
hospital admissions,CZ,2025-02-19,2025-02-16,0.75,1,quantile,42.6489550197487
hospital admissions,CZ,2025-02-19,2025-02-16,0.8,1,quantile,46.4685165753046
hospital admissions,CZ,2025-02-19,2025-02-16,0.85,1,quantile,53.5533316346275
hospital admissions,CZ,2025-02-19,2025-02-16,0.9,1,quantile,63.8481715386757
hospital admissions,CZ,2025-02-19,2025-02-16,0.95,1,quantile,74.9637710851189
hospital admissions,CZ,2025-02-19,2025-02-16,0.975,1,quantile,86.6187621870108
hospital admissions,CZ,2025-02-19,2025-02-16,0.99,1,quantile,100.268325302834
hospital admissions,CZ,2025-02-19,2025-02-23,0.01,2,quantile,0
hospital admissions,CZ,2025-02-19,2025-02-23,0.025,2,quantile,0
hospital admissions,CZ,2025-02-19,2025-02-23,0.05,2,quantile,1.23904746939031
hospital admissions,CZ,2025-02-19,2025-02-23,0.1,2,quantile,4.24218727179031
hospital admissions,CZ,2025-02-19,2025-02-23,0.15,2,quantile,6.9806421336737
hospital admissions,CZ,2025-02-19,2025-02-23,0.2,2,quantile,9.64782518911476
hospital admissions,CZ,2025-02-19,2025-02-23,0.25,2,quantile,11.7683477851836
hospital admissions,CZ,2025-02-19,2025-02-23,0.3,2,quantile,14.2352847956159
hospital admissions,CZ,2025-02-19,2025-02-23,0.35,2,quantile,16.4277269019535
hospital admissions,CZ,2025-02-19,2025-02-23,0.4,2,quantile,19.1161920085185
hospital admissions,CZ,2025-02-19,2025-02-23,0.45,2,quantile,21.6581615325152
hospital admissions,CZ,2025-02-19,2025-02-23,0.5,2,quantile,26.5124255196038
hospital admissions,CZ,2025-02-19,2025-02-23,0.55,2,quantile,29.8220212654895
hospital admissions,CZ,2025-02-19,2025-02-23,0.6,2,quantile,32.8089758252581
hospital admissions,CZ,2025-02-19,2025-02-23,0.65,2,quantile,37.2079709324088
hospital admissions,CZ,2025-02-19,2025-02-23,0.7,2,quantile,41.7300702429503
hospital admissions,CZ,2025-02-19,2025-02-23,0.75,2,quantile,47.0343268147332
hospital admissions,CZ,2025-02-19,2025-02-23,0.8,2,quantile,53.4081670783802
hospital admissions,CZ,2025-02-19,2025-02-23,0.85,2,quantile,62.8137598014517
hospital admissions,CZ,2025-02-19,2025-02-23,0.9,2,quantile,75.1642064848195
hospital admissions,CZ,2025-02-19,2025-02-23,0.95,2,quantile,90.6934160177421
hospital admissions,CZ,2025-02-19,2025-02-23,0.975,2,quantile,109.410511164988
hospital admissions,CZ,2025-02-19,2025-02-23,0.99,2,quantile,139.173673860545
hospital admissions,CZ,2025-02-19,2025-03-02,0.01,3,quantile,0
hospital admissions,CZ,2025-02-19,2025-03-02,0.025,3,quantile,0
hospital admissions,CZ,2025-02-19,2025-03-02,0.05,3,quantile,2.52206907648739
hospital admissions,CZ,2025-02-19,2025-03-02,0.1,3,quantile,5.95918845180388
hospital admissions,CZ,2025-02-19,2025-03-02,0.15,3,quantile,8.77090744407647
hospital admissions,CZ,2025-02-19,2025-03-02,0.2,3,quantile,10.986690525397
hospital admissions,CZ,2025-02-19,2025-03-02,0.25,3,quantile,13.5959055117252
hospital admissions,CZ,2025-02-19,2025-03-02,0.3,3,quantile,16.4885307837886
hospital admissions,CZ,2025-02-19,2025-03-02,0.35,3,quantile,18.9440571583692
hospital admissions,CZ,2025-02-19,2025-03-02,0.4,3,quantile,22.2924847001603
hospital admissions,CZ,2025-02-19,2025-03-02,0.45,3,quantile,25.2221489163699
hospital admissions,CZ,2025-02-19,2025-03-02,0.5,3,quantile,29.0525233592537
hospital admissions,CZ,2025-02-19,2025-03-02,0.55,3,quantile,32.8445115751588
hospital admissions,CZ,2025-02-19,2025-03-02,0.6,3,quantile,36.6855491262767
hospital admissions,CZ,2025-02-19,2025-03-02,0.65,3,quantile,41.099387272209
hospital admissions,CZ,2025-02-19,2025-03-02,0.7,3,quantile,47.6052822838027
hospital admissions,CZ,2025-02-19,2025-03-02,0.75,3,quantile,53.9230755440265
hospital admissions,CZ,2025-02-19,2025-03-02,0.8,3,quantile,63.1055635408402
hospital admissions,CZ,2025-02-19,2025-03-02,0.85,3,quantile,74.7580183062095
hospital admissions,CZ,2025-02-19,2025-03-02,0.9,3,quantile,91.2591876313209
hospital admissions,CZ,2025-02-19,2025-03-02,0.95,3,quantile,115.417399101726
hospital admissions,CZ,2025-02-19,2025-03-02,0.975,3,quantile,146.242158218734
hospital admissions,CZ,2025-02-19,2025-03-02,0.99,3,quantile,204.542716415399
hospital admissions,CZ,2025-02-19,2025-03-09,0.01,4,quantile,0
hospital admissions,CZ,2025-02-19,2025-03-09,0.025,4,quantile,0
hospital admissions,CZ,2025-02-19,2025-03-09,0.05,4,quantile,1.34392878911425
hospital admissions,CZ,2025-02-19,2025-03-09,0.1,4,quantile,5.21016388570853
hospital admissions,CZ,2025-02-19,2025-03-09,0.15,4,quantile,8.64631949665078
hospital admissions,CZ,2025-02-19,2025-03-09,0.2,4,quantile,11.4391958411612
hospital admissions,CZ,2025-02-19,2025-03-09,0.25,4,quantile,14.6211717765815
hospital admissions,CZ,2025-02-19,2025-03-09,0.3,4,quantile,17.9617683105043
hospital admissions,CZ,2025-02-19,2025-03-09,0.35,4,quantile,20.9176997551984
hospital admissions,CZ,2025-02-19,2025-03-09,0.4,4,quantile,24.4768570248462
hospital admissions,CZ,2025-02-19,2025-03-09,0.45,4,quantile,28.2918043979833
hospital admissions,CZ,2025-02-19,2025-03-09,0.5,4,quantile,32.0760617736239
hospital admissions,CZ,2025-02-19,2025-03-09,0.55,4,quantile,36.5040708083616
hospital admissions,CZ,2025-02-19,2025-03-09,0.6,4,quantile,40.9901974434686
hospital admissions,CZ,2025-02-19,2025-03-09,0.65,4,quantile,46.7236022717685
hospital admissions,CZ,2025-02-19,2025-03-09,0.7,4,quantile,54.00011182759
hospital admissions,CZ,2025-02-19,2025-03-09,0.75,4,quantile,60.6669618859228
hospital admissions,CZ,2025-02-19,2025-03-09,0.8,4,quantile,71.229261109477
hospital admissions,CZ,2025-02-19,2025-03-09,0.85,4,quantile,87.150921651644
hospital admissions,CZ,2025-02-19,2025-03-09,0.9,4,quantile,109.6062971945
hospital admissions,CZ,2025-02-19,2025-03-09,0.95,4,quantile,145.951074852323
hospital admissions,CZ,2025-02-19,2025-03-09,0.975,4,quantile,184.835671845355
hospital admissions,CZ,2025-02-19,2025-03-09,0.99,4,quantile,245.224771942358
hospital admissions,CZ,2025-02-19,2025-02-16,,1,median,24.4392726036808
hospital admissions,CZ,2025-02-19,2025-02-23,,2,median,26.5124255196038
hospital admissions,CZ,2025-02-19,2025-03-02,,3,median,29.0525233592537
hospital admissions,CZ,2025-02-19,2025-03-09,,4,median,32.0760617736239
hospital admissions,FR,2025-02-19,2025-02-16,0.01,1,quantile,0
hospital admissions,FR,2025-02-19,2025-02-16,0.025,1,quantile,0
hospital admissions,FR,2025-02-19,2025-02-16,0.05,1,quantile,0
hospital admissions,FR,2025-02-19,2025-02-16,0.1,1,quantile,0
hospital admissions,FR,2025-02-19,2025-02-16,0.15,1,quantile,0
hospital admissions,FR,2025-02-19,2025-02-16,0.2,1,quantile,0
hospital admissions,FR,2025-02-19,2025-02-16,0.25,1,quantile,0
hospital admissions,FR,2025-02-19,2025-02-16,0.3,1,quantile,0
hospital admissions,FR,2025-02-19,2025-02-16,0.35,1,quantile,0
hospital admissions,FR,2025-02-19,2025-02-16,0.4,1,quantile,0
hospital admissions,FR,2025-02-19,2025-02-16,0.45,1,quantile,1.39547658252971
hospital admissions,FR,2025-02-19,2025-02-16,0.5,1,quantile,9.14981607222843
hospital admissions,FR,2025-02-19,2025-02-16,0.55,1,quantile,17.4899612652908
hospital admissions,FR,2025-02-19,2025-02-16,0.6,1,quantile,27.3583018711646
hospital admissions,FR,2025-02-19,2025-02-16,0.65,1,quantile,37.2190355435175
hospital admissions,FR,2025-02-19,2025-02-16,0.7,1,quantile,50.5986608886806
