target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
hospital admissions,CY,2025-01-29,2025-01-26,0.01,1,quantile,2.50112455326872
hospital admissions,CY,2025-01-29,2025-01-26,0.025,1,quantile,2.50112455326872
hospital admissions,CY,2025-01-29,2025-01-26,0.05,1,quantile,2.74935417921919
hospital admissions,CY,2025-01-29,2025-01-26,0.1,1,quantile,3.04661482648668
hospital admissions,CY,2025-01-29,2025-01-26,0.15,1,quantile,3.43644671293488
hospital admissions,CY,2025-01-29,2025-01-26,0.2,1,quantile,4.0704547417936
hospital admissions,CY,2025-01-29,2025-01-26,0.25,1,quantile,5.69771894366467
hospital admissions,CY,2025-01-29,2025-01-26,0.3,1,quantile,8.31942113208416
hospital admissions,CY,2025-01-29,2025-01-26,0.35,1,quantile,12.3023096665785
hospital admissions,CY,2025-01-29,2025-01-26,0.4,1,quantile,14.8664363143352
hospital admissions,CY,2025-01-29,2025-01-26,0.45,1,quantile,18.1400950492455
hospital admissions,CY,2025-01-29,2025-01-26,0.5,1,quantile,21.6906016815279
hospital admissions,CY,2025-01-29,2025-01-26,0.55,1,quantile,24.9146644065116
hospital admissions,CY,2025-01-29,2025-01-26,0.6,1,quantile,28.0323763468309
hospital admissions,CY,2025-01-29,2025-01-26,0.65,1,quantile,32.6184068093576
hospital admissions,CY,2025-01-29,2025-01-26,0.7,1,quantile,36.3824294985682
hospital admissions,CY,2025-01-29,2025-01-26,0.75,1,quantile,41.4487358256389
hospital admissions,CY,2025-01-29,2025-01-26,0.8,1,quantile,45.4538503780555
hospital admissions,CY,2025-01-29,2025-01-26,0.85,1,quantile,51.0120815319143
hospital admissions,CY,2025-01-29,2025-01-26,0.9,1,quantile,57.7956197970496
hospital admissions,CY,2025-01-29,2025-01-26,0.95,1,quantile,68.8896609344595
hospital admissions,CY,2025-01-29,2025-01-26,0.975,1,quantile,81.5270558525711
hospital admissions,CY,2025-01-29,2025-01-26,0.99,1,quantile,96.289831635681
hospital admissions,CY,2025-01-29,2025-02-02,0.01,2,quantile,3.53336543209956
hospital admissions,CY,2025-01-29,2025-02-02,0.025,2,quantile,3.7137557703798
hospital admissions,CY,2025-01-29,2025-02-02,0.05,2,quantile,3.98729024923373
hospital admissions,CY,2025-01-29,2025-02-02,0.1,2,quantile,4.61415489376798
hospital admissions,CY,2025-01-29,2025-02-02,0.15,2,quantile,5.2200307587585
hospital admissions,CY,2025-01-29,2025-02-02,0.2,2,quantile,5.92963921597462
hospital admissions,CY,2025-01-29,2025-02-02,0.25,2,quantile,7.00682655412919
hospital admissions,CY,2025-01-29,2025-02-02,0.3,2,quantile,9.21887495980496
hospital admissions,CY,2025-01-29,2025-02-02,0.35,2,quantile,12.4900843889565
hospital admissions,CY,2025-01-29,2025-02-02,0.4,2,quantile,15.988153786345
hospital admissions,CY,2025-01-29,2025-02-02,0.45,2,quantile,19.0216626526516
hospital admissions,CY,2025-01-29,2025-02-02,0.5,2,quantile,22.3446748509206
hospital admissions,CY,2025-01-29,2025-02-02,0.55,2,quantile,25.2937461157444
hospital admissions,CY,2025-01-29,2025-02-02,0.6,2,quantile,28.8335580118946
hospital admissions,CY,2025-01-29,2025-02-02,0.65,2,quantile,33.1327005813367
hospital admissions,CY,2025-01-29,2025-02-02,0.7,2,quantile,37.4905643554059
hospital admissions,CY,2025-01-29,2025-02-02,0.75,2,quantile,40.4419683912717
hospital admissions,CY,2025-01-29,2025-02-02,0.8,2,quantile,46.8142101718932
hospital admissions,CY,2025-01-29,2025-02-02,0.85,2,quantile,54.5761198652722
hospital admissions,CY,2025-01-29,2025-02-02,0.9,2,quantile,60.7369824369636
hospital admissions,CY,2025-01-29,2025-02-02,0.95,2,quantile,73.9648239870842
hospital admissions,CY,2025-01-29,2025-02-02,0.975,2,quantile,89.7035019389665
hospital admissions,CY,2025-01-29,2025-02-02,0.99,2,quantile,105.680696543784
hospital admissions,CY,2025-01-29,2025-02-09,0.01,3,quantile,4.89031550236277
hospital admissions,CY,2025-01-29,2025-02-09,0.025,3,quantile,5.0797743334671
hospital admissions,CY,2025-01-29,2025-02-09,0.05,3,quantile,5.40770826640299
hospital admissions,CY,2025-01-29,2025-02-09,0.1,3,quantile,5.96281422101095
hospital admissions,CY,2025-01-29,2025-02-09,0.15,3,quantile,6.49449373894241
hospital admissions,CY,2025-01-29,2025-02-09,0.2,3,quantile,7.34843335255874
hospital admissions,CY,2025-01-29,2025-02-09,0.25,3,quantile,8.8942975744763
hospital admissions,CY,2025-01-29,2025-02-09,0.3,3,quantile,10.9722384593222
hospital admissions,CY,2025-01-29,2025-02-09,0.35,3,quantile,13.1426046086498
hospital admissions,CY,2025-01-29,2025-02-09,0.4,3,quantile,16.4576248715909
hospital admissions,CY,2025-01-29,2025-02-09,0.45,3,quantile,19.7738147698897
hospital admissions,CY,2025-01-29,2025-02-09,0.5,3,quantile,23.0257959878302
hospital admissions,CY,2025-01-29,2025-02-09,0.55,3,quantile,26.0974802628895
hospital admissions,CY,2025-01-29,2025-02-09,0.6,3,quantile,29.7415741172289
hospital admissions,CY,2025-01-29,2025-02-09,0.65,3,quantile,33.1907948899377
hospital admissions,CY,2025-01-29,2025-02-09,0.7,3,quantile,37.2034924578699
hospital admissions,CY,2025-01-29,2025-02-09,0.75,3,quantile,41.8328805712174
hospital admissions,CY,2025-01-29,2025-02-09,0.8,3,quantile,48.9709093077437
hospital admissions,CY,2025-01-29,2025-02-09,0.85,3,quantile,55.7574701054452
hospital admissions,CY,2025-01-29,2025-02-09,0.9,3,quantile,66.2437786942896
hospital admissions,CY,2025-01-29,2025-02-09,0.95,3,quantile,80.6485382005814
hospital admissions,CY,2025-01-29,2025-02-09,0.975,3,quantile,96.3334583176055
hospital admissions,CY,2025-01-29,2025-02-09,0.99,3,quantile,117.626028998565
hospital admissions,CY,2025-01-29,2025-02-16,0.01,4,quantile,5.52076883388152
hospital admissions,CY,2025-01-29,2025-02-16,0.025,4,quantile,5.74557948165721
hospital admissions,CY,2025-01-29,2025-02-16,0.05,4,quantile,6.07189052060628
hospital admissions,CY,2025-01-29,2025-02-16,0.1,4,quantile,6.67693306972461
hospital admissions,CY,2025-01-29,2025-02-16,0.15,4,quantile,7.44925645134853
hospital admissions,CY,2025-01-29,2025-02-16,0.2,4,quantile,8.3901487537394
hospital admissions,CY,2025-01-29,2025-02-16,0.25,4,quantile,10.0736620082285
hospital admissions,CY,2025-01-29,2025-02-16,0.3,4,quantile,11.6246461886716
hospital admissions,CY,2025-01-29,2025-02-16,0.35,4,quantile,13.7775719884741
hospital admissions,CY,2025-01-29,2025-02-16,0.4,4,quantile,16.5718293197642
