target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
hospital admissions,CZ,2025-06-25,2025-06-22,0.01,1,quantile,0
hospital admissions,CZ,2025-06-25,2025-06-22,0.025,1,quantile,0
hospital admissions,CZ,2025-06-25,2025-06-22,0.05,1,quantile,0
hospital admissions,CZ,2025-06-25,2025-06-22,0.1,1,quantile,0
hospital admissions,CZ,2025-06-25,2025-06-22,0.15,1,quantile,0
hospital admissions,CZ,2025-06-25,2025-06-22,0.2,1,quantile,0.937360096573219
hospital admissions,CZ,2025-06-25,2025-06-22,0.25,1,quantile,1.95260703389383
hospital admissions,CZ,2025-06-25,2025-06-22,0.3,1,quantile,3.13794832411769
hospital admissions,CZ,2025-06-25,2025-06-22,0.35,1,quantile,4.23353181412925
hospital admissions,CZ,2025-06-25,2025-06-22,0.4,1,quantile,5.2280776986591
hospital admissions,CZ,2025-06-25,2025-06-22,0.45,1,quantile,6.62021879745452
hospital admissions,CZ,2025-06-25,2025-06-22,0.5,1,quantile,7.90903727136974
hospital admissions,CZ,2025-06-25,2025-06-22,0.55,1,quantile,9.64542409196243
hospital admissions,CZ,2025-06-25,2025-06-22,0.6,1,quantile,11.7745872845225
hospital admissions,CZ,2025-06-25,2025-06-22,0.65,1,quantile,14.6072308563732
hospital admissions,CZ,2025-06-25,2025-06-22,0.7,1,quantile,17.0017537197985
hospital admissions,CZ,2025-06-25,2025-06-22,0.75,1,quantile,19.7103273800702
hospital admissions,CZ,2025-06-25,2025-06-22,0.8,1,quantile,22.7020298319959
hospital admissions,CZ,2025-06-25,2025-06-22,0.85,1,quantile,27.1558179121127
hospital admissions,CZ,2025-06-25,2025-06-22,0.9,1,quantile,33.1401423728987
hospital admissions,CZ,2025-06-25,2025-06-22,0.95,1,quantile,42.789692524946
hospital admissions,CZ,2025-06-25,2025-06-22,0.975,1,quantile,52.7277750607288
hospital admissions,CZ,2025-06-25,2025-06-22,0.99,1,quantile,58.3409162794029
hospital admissions,CZ,2025-06-25,2025-06-29,0.01,2,quantile,0
hospital admissions,CZ,2025-06-25,2025-06-29,0.025,2,quantile,0
hospital admissions,CZ,2025-06-25,2025-06-29,0.05,2,quantile,0
hospital admissions,CZ,2025-06-25,2025-06-29,0.1,2,quantile,0
hospital admissions,CZ,2025-06-25,2025-06-29,0.15,2,quantile,0
hospital admissions,CZ,2025-06-25,2025-06-29,0.2,2,quantile,0
hospital admissions,CZ,2025-06-25,2025-06-29,0.25,2,quantile,0.704438372031991
hospital admissions,CZ,2025-06-25,2025-06-29,0.3,2,quantile,2.00636284166933
hospital admissions,CZ,2025-06-25,2025-06-29,0.35,2,quantile,3.7666330888697
hospital admissions,CZ,2025-06-25,2025-06-29,0.4,2,quantile,5.64928986816611
hospital admissions,CZ,2025-06-25,2025-06-29,0.45,2,quantile,7.33889833058764
hospital admissions,CZ,2025-06-25,2025-06-29,0.5,2,quantile,9.12737586717896
hospital admissions,CZ,2025-06-25,2025-06-29,0.55,2,quantile,10.8206807432247
hospital admissions,CZ,2025-06-25,2025-06-29,0.6,2,quantile,12.8393925859987
hospital admissions,CZ,2025-06-25,2025-06-29,0.65,2,quantile,15.3451205593329
hospital admissions,CZ,2025-06-25,2025-06-29,0.7,2,quantile,18.6922677986828
hospital admissions,CZ,2025-06-25,2025-06-29,0.75,2,quantile,21.9981487955279
hospital admissions,CZ,2025-06-25,2025-06-29,0.8,2,quantile,26.614511356205
