target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
hospital admissions,CY,2025-01-22,2025-01-19,0.01,1,quantile,2.20104754923673
hospital admissions,CY,2025-01-22,2025-01-19,0.025,1,quantile,2.20185233871219
hospital admissions,CY,2025-01-22,2025-01-19,0.05,1,quantile,2.45606826199451
hospital admissions,CY,2025-01-22,2025-01-19,0.1,1,quantile,2.7554980837249
hospital admissions,CY,2025-01-22,2025-01-19,0.15,1,quantile,3.2119498017633
hospital admissions,CY,2025-01-22,2025-01-19,0.2,1,quantile,3.93742977999268
hospital admissions,CY,2025-01-22,2025-01-19,0.25,1,quantile,6.00890536853347
hospital admissions,CY,2025-01-22,2025-01-19,0.3,1,quantile,8.77381628587583
hospital admissions,CY,2025-01-22,2025-01-19,0.35,1,quantile,12.1461380672856
hospital admissions,CY,2025-01-22,2025-01-19,0.4,1,quantile,14.6927499004709
hospital admissions,CY,2025-01-22,2025-01-19,0.45,1,quantile,17.6938839859518
hospital admissions,CY,2025-01-22,2025-01-19,0.5,1,quantile,21.0799062838901
hospital admissions,CY,2025-01-22,2025-01-19,0.55,1,quantile,24.0389989755737
hospital admissions,CY,2025-01-22,2025-01-19,0.6,1,quantile,26.7225135187509
hospital admissions,CY,2025-01-22,2025-01-19,0.65,1,quantile,30.8881060110988
hospital admissions,CY,2025-01-22,2025-01-19,0.7,1,quantile,34.5864359698532
hospital admissions,CY,2025-01-22,2025-01-19,0.75,1,quantile,38.9632986599228
hospital admissions,CY,2025-01-22,2025-01-19,0.8,1,quantile,43.2136189593749
hospital admissions,CY,2025-01-22,2025-01-19,0.85,1,quantile,47.5911545985436
hospital admissions,CY,2025-01-22,2025-01-19,0.9,1,quantile,54.7149501152816
hospital admissions,CY,2025-01-22,2025-01-19,0.95,1,quantile,65.1307153347668
hospital admissions,CY,2025-01-22,2025-01-19,0.975,1,quantile,77.0767371100896
hospital admissions,CY,2025-01-22,2025-01-19,0.99,1,quantile,91.5008499582545
hospital admissions,CY,2025-01-22,2025-01-26,0.01,2,quantile,3.31756423989593
hospital admissions,CY,2025-01-22,2025-01-26,0.025,2,quantile,3.48962918934398
hospital admissions,CY,2025-01-22,2025-01-26,0.05,2,quantile,3.77746609888225
hospital admissions,CY,2025-01-22,2025-01-26,0.1,2,quantile,4.45030578793527
hospital admissions,CY,2025-01-22,2025-01-26,0.15,2,quantile,5.0826000330982
hospital admissions,CY,2025-01-22,2025-01-26,0.2,2,quantile,5.8340964480754
hospital admissions,CY,2025-01-22,2025-01-26,0.25,2,quantile,7.13840589040138
hospital admissions,CY,2025-01-22,2025-01-26,0.3,2,quantile,9.2158328301445
hospital admissions,CY,2025-01-22,2025-01-26,0.35,2,quantile,12.4087706083261
hospital admissions,CY,2025-01-22,2025-01-26,0.4,2,quantile,15.6666959156362
hospital admissions,CY,2025-01-22,2025-01-26,0.45,2,quantile,18.7990693922253
hospital admissions,CY,2025-01-22,2025-01-26,0.5,2,quantile,21.700302993242
hospital admissions,CY,2025-01-22,2025-01-26,0.55,2,quantile,24.4127247979044
hospital admissions,CY,2025-01-22,2025-01-26,0.6,2,quantile,28.129671400244
hospital admissions,CY,2025-01-22,2025-01-26,0.65,2,quantile,31.8440434170428
hospital admissions,CY,2025-01-22,2025-01-26,0.7,2,quantile,35.5510024709814
hospital admissions,CY,2025-01-22,2025-01-26,0.75,2,quantile,39.1188881765501
hospital admissions,CY,2025-01-22,2025-01-26,0.8,2,quantile,44.8852163444134
hospital admissions,CY,2025-01-22,2025-01-26,0.85,2,quantile,51.9252828930293
hospital admissions,CY,2025-01-22,2025-01-26,0.9,2,quantile,58.6326977018231
hospital admissions,CY,2025-01-22,2025-01-26,0.95,2,quantile,71.2692943400142
hospital admissions,CY,2025-01-22,2025-01-26,0.975,2,quantile,86.8534300332229
hospital admissions,CY,2025-01-22,2025-01-26,0.99,2,quantile,102.250154299187
hospital admissions,CY,2025-01-22,2025-02-02,0.01,3,quantile,4.58648100722177
hospital admissions,CY,2025-01-22,2025-02-02,0.025,3,quantile,4.77740533598934
hospital admissions,CY,2025-01-22,2025-02-02,0.05,3,quantile,5.10242739970541
hospital admissions,CY,2025-01-22,2025-02-02,0.1,3,quantile,5.69631038009924
hospital admissions,CY,2025-01-22,2025-02-02,0.15,3,quantile,6.29332237528493
hospital admissions,CY,2025-01-22,2025-02-02,0.2,3,quantile,7.15858953077054
hospital admissions,CY,2025-01-22,2025-02-02,0.25,3,quantile,8.8766636077125
hospital admissions,CY,2025-01-22,2025-02-02,0.3,3,quantile,10.8967546302001
hospital admissions,CY,2025-01-22,2025-02-02,0.35,3,quantile,13.1322221544603
hospital admissions,CY,2025-01-22,2025-02-02,0.4,3,quantile,16.2174825907124
hospital admissions,CY,2025-01-22,2025-02-02,0.45,3,quantile,19.2624236408456
hospital admissions,CY,2025-01-22,2025-02-02,0.5,3,quantile,22.355684264591
hospital admissions,CY,2025-01-22,2025-02-02,0.55,3,quantile,25.0849931474541
hospital admissions,CY,2025-01-22,2025-02-02,0.6,3,quantile,29.2243310127494
hospital admissions,CY,2025-01-22,2025-02-02,0.65,3,quantile,31.7896280107032
hospital admissions,CY,2025-01-22,2025-02-02,0.7,3,quantile,35.9083713550469
hospital admissions,CY,2025-01-22,2025-02-02,0.75,3,quantile,40.7833564019496
hospital admissions,CY,2025-01-22,2025-02-02,0.8,3,quantile,46.8820935130924
hospital admissions,CY,2025-01-22,2025-02-02,0.85,3,quantile,53.8234591382817
hospital admissions,CY,2025-01-22,2025-02-02,0.9,3,quantile,64.567646839265
hospital admissions,CY,2025-01-22,2025-02-02,0.95,3,quantile,78.0899417425114
hospital admissions,CY,2025-01-22,2025-02-02,0.975,3,quantile,93.6802234572575
hospital admissions,CY,2025-01-22,2025-02-02,0.99,3,quantile,114.973085870511
hospital admissions,CY,2025-01-22,2025-02-09,0.01,4,quantile,5.50519161847353
hospital admissions,CY,2025-01-22,2025-02-09,0.025,4,quantile,5.75886870905286
hospital admissions,CY,2025-01-22,2025-02-09,0.05,4,quantile,6.07153456776364
hospital admissions,CY,2025-01-22,2025-02-09,0.1,4,quantile,6.69317437668034
hospital admissions,CY,2025-01-22,2025-02-09,0.15,4,quantile,7.41399962677122
hospital admissions,CY,2025-01-22,2025-02-09,0.2,4,quantile,8.49352105789845
hospital admissions,CY,2025-01-22,2025-02-09,0.25,4,quantile,10.0419172157932
hospital admissions,CY,2025-01-22,2025-02-09,0.3,4,quantile,11.8544898783443
hospital admissions,CY,2025-01-22,2025-02-09,0.35,4,quantile,13.7907545104881
hospital admissions,CY,2025-01-22,2025-02-09,0.4,4,quantile,16.4735420170643
hospital admissions,CY,2025-01-22,2025-02-09,0.45,4,quantile,19.780447883143
hospital admissions,CY,2025-01-22,2025-02-09,0.5,4,quantile,23.0381072442373
hospital admissions,CY,2025-01-22,2025-02-09,0.55,4,quantile,25.9175346740886
hospital admissions,CY,2025-01-22,2025-02-09,0.6,4,quantile,29.2122663751092
hospital admissions,CY,2025-01-22,2025-02-09,0.65,4,quantile,32.5242041680949
