origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.010,0.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.025,0.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.050,2.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.100,10.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.150,13.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.200,16.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.250,18.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.300,19.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.350,20.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.400,21.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.450,22.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.500,23.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.550,24.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.600,25.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.650,26.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.700,27.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.750,28.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.800,30.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.850,33.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.900,38.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.950,45.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.975,56.0
2024-11-20,hospital admissions,1,2024-11-17,CY,quantile,0.990,66.1100000000024
2024-11-20,hospital admissions,1,2024-11-17,CY,median,,23.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.010,0.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.025,0.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.050,0.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.100,2.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.150,7.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.200,11.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.250,14.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.300,16.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.350,18.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.400,20.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.450,21.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.500,23.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.550,25.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.600,26.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.650,28.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.700,30.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.750,33.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.800,36.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.850,39.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.900,44.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.950,56.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.975,69.0
2024-11-20,hospital admissions,2,2024-11-24,CY,quantile,0.990,79.0
2024-11-20,hospital admissions,2,2024-11-24,CY,median,,23.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.010,0.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.025,0.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.050,0.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.100,0.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.150,2.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.200,7.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.250,11.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.300,14.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.350,16.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.400,19.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.450,21.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.500,23.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.550,25.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.600,28.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.650,30.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.700,33.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.750,36.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.800,39.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.850,44.0
2024-11-20,hospital admissions,3,2024-12-01,CY,quantile,0.900,51.0
