origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.010,0.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.025,0.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.050,0.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.100,0.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.150,0.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.200,0.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.250,0.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.300,0.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.350,2.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.400,7.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.450,12.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.500,17.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.550,22.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.600,27.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.650,33.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.700,38.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.750,44.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.800,51.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.850,59.149999999999636
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.900,70.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.950,86.0
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.975,99.02499999999964
2025-02-19,hospital admissions,1,2025-02-16,CY,quantile,0.990,118.0
2025-02-19,hospital admissions,1,2025-02-16,CY,median,,17.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.010,0.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.025,0.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.050,0.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.100,0.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.150,0.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.200,0.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.250,0.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.300,0.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.350,2.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.400,7.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.450,12.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.500,17.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.550,22.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.600,28.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.650,33.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.700,39.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.750,46.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.800,53.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.850,61.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.900,72.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.950,89.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.975,104.0
2025-02-19,hospital admissions,2,2025-02-23,CY,quantile,0.990,122.0
2025-02-19,hospital admissions,2,2025-02-23,CY,median,,17.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.010,0.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.025,0.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.050,0.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.100,0.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.150,0.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.200,0.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.250,0.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.300,0.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.350,1.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.400,7.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.450,12.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.500,17.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.550,23.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.600,28.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.650,34.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.700,40.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.750,47.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.800,54.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.850,63.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.900,74.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.950,92.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.975,107.0
2025-02-19,hospital admissions,3,2025-03-02,CY,quantile,0.990,124.0
2025-02-19,hospital admissions,3,2025-03-02,CY,median,,17.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.010,0.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.025,0.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.050,0.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.100,0.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.150,0.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.200,0.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.250,0.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.300,0.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.350,0.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.400,6.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.450,12.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.500,17.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.550,23.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.600,29.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.650,35.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.700,41.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.750,48.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.800,56.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.850,65.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.900,77.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.950,94.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.975,110.0
2025-02-19,hospital admissions,4,2025-03-09,CY,quantile,0.990,128.0
2025-02-19,hospital admissions,4,2025-03-09,CY,median,,17.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.010,0.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.025,0.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.050,0.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.100,0.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.150,0.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.200,0.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.250,0.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.300,0.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.350,3.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.400,10.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.450,13.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.500,15.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.550,18.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.600,21.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.650,28.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.700,35.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.750,40.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.800,53.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.850,79.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.900,112.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.950,164.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.975,219.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,quantile,0.990,253.0
2025-02-19,hospital admissions,1,2025-02-16,CZ,median,,15.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.010,0.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.025,0.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.050,0.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.100,0.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.150,0.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.200,0.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.250,0.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.300,0.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.350,0.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.400,4.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.450,11.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.500,16.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.550,21.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.600,28.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.650,36.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.700,43.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.750,59.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.800,78.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.850,106.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.900,139.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.950,196.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.975,240.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,quantile,0.990,277.0
2025-02-19,hospital admissions,2,2025-02-23,CZ,median,,16.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.010,0.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.025,0.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.050,0.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.100,0.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.150,0.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.200,0.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.250,0.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.300,0.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.350,0.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.400,0.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.450,8.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.500,15.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.550,24.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.600,32.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.650,41.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.700,55.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.750,73.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.800,97.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.850,125.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.900,159.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.950,220.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.975,260.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,quantile,0.990,311.0
2025-02-19,hospital admissions,3,2025-03-02,CZ,median,,15.0
2025-02-19,hospital admissions,4,2025-03-09,CZ,quantile,0.010,0.0
2025-02-19,hospital admissions,4,2025-03-09,CZ,quantile,0.025,0.0
2025-02-19,hospital admissions,4,2025-03-09,CZ,quantile,0.050,0.0
2025-02-19,hospital admissions,4,2025-03-09,CZ,quantile,0.100,0.0
2025-02-19,hospital admissions,4,2025-03-09,CZ,quantile,0.150,0.0
2025-02-19,hospital admissions,4,2025-03-09,CZ,quantile,0.200,0.0
2025-02-19,hospital admissions,4,2025-03-09,CZ,quantile,0.250,0.0
2025-02-19,hospital admissions,4,2025-03-09,CZ,quantile,0.300,0.0
