origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.010,0.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.025,0.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.050,0.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.100,1.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.150,6.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.200,8.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.250,11.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.300,12.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.350,13.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.400,14.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.450,15.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.500,16.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.550,17.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.600,18.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.650,19.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.700,20.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.750,21.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.800,24.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.850,26.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.900,31.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.950,38.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.975,49.0
2024-10-30,hospital admissions,1,2024-10-27,CY,quantile,0.990,70.0
2024-10-30,hospital admissions,1,2024-10-27,CY,median,,16.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.010,0.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.025,0.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.050,0.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.100,0.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.150,0.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.200,3.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.250,6.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.300,8.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.350,11.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.400,13.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.450,14.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.500,16.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.550,18.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.600,20.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.650,22.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.700,24.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.750,26.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.800,29.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.850,33.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.900,38.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.950,48.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.975,61.0
2024-10-30,hospital admissions,2,2024-11-03,CY,quantile,0.990,71.0
