origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.010,0.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.025,0.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.050,0.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.100,0.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.150,0.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.200,0.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.250,0.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.300,0.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.350,0.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.400,6.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.450,12.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.500,18.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.550,24.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.600,30.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.650,37.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.700,44.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.750,51.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.800,59.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.850,68.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.900,81.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.950,100.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.975,119.0
2025-03-26,hospital admissions,1,2025-03-23,CY,quantile,0.990,137.0
2025-03-26,hospital admissions,1,2025-03-23,CY,median,,18.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.010,0.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.025,0.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.050,0.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.100,0.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.150,0.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.200,0.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.250,0.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.300,0.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.350,0.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.400,5.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.450,12.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.500,18.5
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.550,25.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.600,31.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.650,37.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.700,44.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.750,52.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.800,60.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.850,71.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.900,83.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.950,103.0
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.975,121.02499999999964
2025-03-26,hospital admissions,2,2025-03-30,CY,quantile,0.990,141.0
2025-03-26,hospital admissions,2,2025-03-30,CY,median,,18.5
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.010,0.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.025,0.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.050,0.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.100,0.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.150,0.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.200,0.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.250,0.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.300,0.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.350,0.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.400,5.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.450,12.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.500,18.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.550,24.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.600,31.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.650,38.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.700,45.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.750,53.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.800,62.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.850,72.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.900,85.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.950,105.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.975,123.0
2025-03-26,hospital admissions,3,2025-04-06,CY,quantile,0.990,144.0
2025-03-26,hospital admissions,3,2025-04-06,CY,median,,18.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.010,0.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.025,0.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.050,0.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.100,0.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.150,0.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.200,0.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.250,0.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.300,0.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.350,0.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.400,5.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.450,11.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.500,18.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.550,25.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.600,31.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.650,38.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.700,46.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.750,53.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.800,64.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.850,74.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.900,87.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.950,108.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.975,126.0
2025-03-26,hospital admissions,4,2025-04-13,CY,quantile,0.990,149.0
2025-03-26,hospital admissions,4,2025-04-13,CY,median,,18.0
2025-03-26,hospital admissions,1,2025-03-23,CZ,quantile,0.010,0.0
2025-03-26,hospital admissions,1,2025-03-23,CZ,quantile,0.025,0.0
2025-03-26,hospital admissions,1,2025-03-23,CZ,quantile,0.050,0.0
2025-03-26,hospital admissions,1,2025-03-23,CZ,quantile,0.100,0.0
2025-03-26,hospital admissions,1,2025-03-23,CZ,quantile,0.150,0.0
2025-03-26,hospital admissions,1,2025-03-23,CZ,quantile,0.200,0.0
2025-03-26,hospital admissions,1,2025-03-23,CZ,quantile,0.250,0.0
2025-03-26,hospital admissions,1,2025-03-23,CZ,quantile,0.300,1.0
2025-03-26,hospital admissions,1,2025-03-23,CZ,quantile,0.350,3.0
2025-03-26,hospital admissions,1,2025-03-23,CZ,quantile,0.400,4.0
2025-03-26,hospital admissions,1,2025-03-23,CZ,quantile,0.450,5.0
2025-03-26,hospital admissions,1,2025-03-23,CZ,quantile,0.500,6.0
2025-03-26,hospital admissions,1,2025-03-23,CZ,quantile,0.550,7.0
2025-03-26,hospital admissions,1,2025-03-23,CZ,quantile,0.600,8.0
