origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.010,0.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.025,0.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.050,0.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.100,0.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.150,0.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.200,0.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.250,0.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.300,0.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.350,0.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.400,5.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.450,12.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.500,18.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.550,24.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.600,30.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.650,38.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.700,45.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.750,53.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.800,62.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.850,72.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.900,86.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.950,106.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.975,122.0
2025-04-09,hospital admissions,1,2025-04-06,CY,quantile,0.990,144.01000000000022
2025-04-09,hospital admissions,1,2025-04-06,CY,median,,18.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.010,0.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.025,0.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.050,0.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.100,0.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.150,0.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.200,0.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.250,0.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.300,0.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.350,0.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.400,5.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.450,12.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.500,18.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.550,24.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.600,31.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.650,38.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.700,45.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.750,53.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.800,63.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.850,74.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.900,88.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.950,109.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.975,128.0
2025-04-09,hospital admissions,2,2025-04-13,CY,quantile,0.990,149.0
2025-04-09,hospital admissions,2,2025-04-13,CY,median,,18.0
2025-04-09,hospital admissions,3,2025-04-20,CY,quantile,0.010,0.0
2025-04-09,hospital admissions,3,2025-04-20,CY,quantile,0.025,0.0
2025-04-09,hospital admissions,3,2025-04-20,CY,quantile,0.050,0.0
2025-04-09,hospital admissions,3,2025-04-20,CY,quantile,0.100,0.0
2025-04-09,hospital admissions,3,2025-04-20,CY,quantile,0.150,0.0
2025-04-09,hospital admissions,3,2025-04-20,CY,quantile,0.200,0.0
