origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.010,0.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.025,0.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.050,0.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.100,0.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.150,0.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.200,0.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.250,0.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.300,0.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.350,0.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.400,2.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.450,10.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.500,17.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.550,25.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.600,33.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.650,42.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.700,51.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.750,61.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.800,71.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.850,83.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.900,99.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.950,124.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.975,147.0
2025-06-04,hospital admissions,1,2025-06-01,CY,quantile,0.990,173.0
2025-06-04,hospital admissions,1,2025-06-01,CY,median,,17.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.010,0.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.025,0.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.050,0.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.100,0.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.150,0.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.200,0.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.250,0.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.300,0.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.350,0.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.400,2.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.450,10.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.500,18.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.550,26.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.600,33.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.650,42.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.700,51.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.750,61.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.800,72.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.850,84.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.900,101.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.950,126.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.975,149.0
2025-06-04,hospital admissions,2,2025-06-08,CY,quantile,0.990,175.0
2025-06-04,hospital admissions,2,2025-06-08,CY,median,,18.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.010,0.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.025,0.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.050,0.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.100,0.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.150,0.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.200,0.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.250,0.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.300,0.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.350,0.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.400,2.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.450,10.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.500,18.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.550,26.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.600,34.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.650,43.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.700,52.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.750,62.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.800,73.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.850,86.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.900,102.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.950,129.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.975,152.0
2025-06-04,hospital admissions,3,2025-06-15,CY,quantile,0.990,179.0
2025-06-04,hospital admissions,3,2025-06-15,CY,median,,18.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.010,0.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.025,0.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.050,0.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.100,0.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.150,0.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.200,0.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.250,0.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.300,0.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.350,0.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.400,1.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.450,10.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.500,18.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.550,26.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.600,34.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.650,43.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.700,53.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.750,63.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.800,74.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.850,87.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.900,105.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.950,132.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.975,155.0
2025-06-04,hospital admissions,4,2025-06-22,CY,quantile,0.990,177.0
2025-06-04,hospital admissions,4,2025-06-22,CY,median,,18.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.010,0.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.025,0.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.050,0.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.100,0.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.150,0.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.200,0.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.250,0.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.300,0.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.350,0.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.400,3.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.450,5.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.500,7.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.550,9.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.600,11.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.650,14.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.700,20.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.750,27.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.800,33.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.850,51.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.900,85.0
2025-06-04,hospital admissions,1,2025-06-01,CZ,quantile,0.950,131.0
