origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.010,0.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.025,0.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.050,0.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.100,0.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.150,3.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.200,6.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.250,8.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.300,9.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.350,10.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.400,11.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.450,12.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.500,13.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.550,14.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.600,15.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.650,16.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.700,17.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.750,18.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.800,20.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.850,23.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.900,26.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.950,34.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.975,38.0
2024-11-27,hospital admissions,1,2024-11-24,CY,quantile,0.990,56.0
2024-11-27,hospital admissions,1,2024-11-24,CY,median,,13.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.010,0.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.025,0.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.050,0.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.100,0.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.150,0.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.200,0.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.250,3.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.300,5.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.350,7.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.400,9.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.450,11.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.500,13.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.550,14.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.600,16.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.650,18.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.700,20.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.750,22.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.800,25.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.850,29.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.900,34.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.950,44.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.975,56.0
2024-11-27,hospital admissions,2,2024-12-01,CY,quantile,0.990,68.0
2024-11-27,hospital admissions,2,2024-12-01,CY,median,,13.0
2024-11-27,hospital admissions,3,2024-12-08,CY,quantile,0.010,0.0
2024-11-27,hospital admissions,3,2024-12-08,CY,quantile,0.025,0.0
