origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.010,0.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.025,0.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.050,0.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.100,0.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.150,0.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.200,2.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.250,6.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.300,8.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.350,10.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.400,12.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.450,14.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.500,16.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.550,18.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.600,19.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.650,21.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.700,23.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.750,26.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.800,29.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.850,33.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.900,39.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.950,50.04999999999927
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.975,63.0
2024-11-06,hospital admissions,1,2024-11-03,CY,quantile,0.990,73.0
2024-11-06,hospital admissions,1,2024-11-03,CY,median,,16.0
2024-11-06,hospital admissions,2,2024-11-10,CY,quantile,0.010,0.0
2024-11-06,hospital admissions,2,2024-11-10,CY,quantile,0.025,0.0
2024-11-06,hospital admissions,2,2024-11-10,CY,quantile,0.050,0.0
2024-11-06,hospital admissions,2,2024-11-10,CY,quantile,0.100,0.0
2024-11-06,hospital admissions,2,2024-11-10,CY,quantile,0.150,0.0
2024-11-06,hospital admissions,2,2024-11-10,CY,quantile,0.200,0.0
2024-11-06,hospital admissions,2,2024-11-10,CY,quantile,0.250,2.0
