origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.010,0.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.025,0.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.050,0.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.100,0.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.150,0.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.200,0.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.250,0.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.300,0.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.350,0.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.400,7.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.450,12.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.500,18.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.550,25.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.600,30.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.650,36.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.700,42.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.750,49.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.800,56.20000000000073
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.850,66.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.900,78.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.950,96.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.975,111.0
2025-03-12,hospital admissions,1,2025-03-09,CY,quantile,0.990,133.0
2025-03-12,hospital admissions,1,2025-03-09,CY,median,,18.0
2025-03-12,hospital admissions,2,2025-03-16,CY,quantile,0.010,0.0
