origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.010,0.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.025,0.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.050,0.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.100,0.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.150,0.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.200,0.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.250,0.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.300,0.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.350,0.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.400,0.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.450,0.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.500,2.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.550,6.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.600,10.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.650,15.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.700,20.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.750,25.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.800,31.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.850,38.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.900,47.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.950,62.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.975,75.0
2025-01-15,hospital admissions,1,2025-01-12,CY,quantile,0.990,92.0
2025-01-15,hospital admissions,1,2025-01-12,CY,median,,2.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.010,0.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.025,0.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.050,0.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.100,0.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.150,0.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.200,0.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.250,0.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.300,0.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.350,0.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.400,0.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.450,0.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.500,2.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.550,6.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.600,11.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.650,16.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.700,20.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.750,26.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.800,32.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.850,40.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.900,50.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.950,65.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.975,79.0
2025-01-15,hospital admissions,2,2025-01-19,CY,quantile,0.990,97.0
2025-01-15,hospital admissions,2,2025-01-19,CY,median,,2.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.010,0.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.025,0.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.050,0.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.100,0.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.150,0.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.200,0.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.250,0.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.300,0.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.350,0.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.400,0.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.450,0.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.500,2.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.550,7.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.600,12.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.650,17.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.700,22.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.750,28.0
2025-01-15,hospital admissions,3,2025-01-26,CY,quantile,0.800,35.0
