origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.010,0.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.025,0.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.050,0.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.100,0.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.150,0.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.200,0.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.250,0.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.300,0.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.350,4.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.400,8.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.450,13.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.500,18.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.550,22.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.600,27.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.650,32.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.700,38.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.750,44.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.800,50.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.850,58.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.900,69.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.950,84.0
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.975,98.02499999999964
2025-02-12,hospital admissions,1,2025-02-09,CY,quantile,0.990,114.0
2025-02-12,hospital admissions,1,2025-02-09,CY,median,,18.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.010,0.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.025,0.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.050,0.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.100,0.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.150,0.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.200,0.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.250,0.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.300,0.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.350,3.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.400,8.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.450,13.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.500,18.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.550,23.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.600,28.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.650,33.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.700,39.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.750,45.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.800,52.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.850,61.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.900,72.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.950,88.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.975,103.0
2025-02-12,hospital admissions,2,2025-02-16,CY,quantile,0.990,119.01000000000022
2025-02-12,hospital admissions,2,2025-02-16,CY,median,,18.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.010,0.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.025,0.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.050,0.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.100,0.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.150,0.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.200,0.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.250,0.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.300,0.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.350,1.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.400,7.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.450,13.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.500,18.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.550,23.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.600,28.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.650,34.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.700,40.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.750,46.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.800,54.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.850,63.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.900,74.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.950,91.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.975,108.0
2025-02-12,hospital admissions,3,2025-02-23,CY,quantile,0.990,124.0
2025-02-12,hospital admissions,3,2025-02-23,CY,median,,18.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.010,0.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.025,0.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.050,0.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.100,0.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.150,0.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.200,0.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.250,0.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.300,0.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.350,1.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.400,7.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.450,12.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.500,18.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.550,23.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.600,29.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.650,35.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.700,41.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.750,48.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.800,55.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.850,65.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.900,77.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.950,93.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.975,109.0
2025-02-12,hospital admissions,4,2025-03-02,CY,quantile,0.990,131.0
2025-02-12,hospital admissions,4,2025-03-02,CY,median,,18.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.010,0.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.025,0.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.050,0.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.100,0.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.150,0.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.200,0.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.250,4.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.300,10.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.350,12.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.400,13.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.450,14.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.500,15.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.550,16.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.600,17.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.650,18.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.700,20.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.750,28.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.800,35.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.850,40.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.900,65.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.950,119.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.975,159.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,quantile,0.990,216.0
2025-02-12,hospital admissions,1,2025-02-09,CZ,median,,15.0
2025-02-12,hospital admissions,2,2025-02-16,CZ,quantile,0.010,0.0
2025-02-12,hospital admissions,2,2025-02-16,CZ,quantile,0.025,0.0
2025-02-12,hospital admissions,2,2025-02-16,CZ,quantile,0.050,0.0
2025-02-12,hospital admissions,2,2025-02-16,CZ,quantile,0.100,0.0
2025-02-12,hospital admissions,2,2025-02-16,CZ,quantile,0.150,0.0
2025-02-12,hospital admissions,2,2025-02-16,CZ,quantile,0.200,0.0
