origin_date,target,target_end_date,horizon,location,team_id,model_id,metric,value_absolute,value_relative,n_models,rank,rank_score
2024-10-23,hospital admissions,2024-10-20,1,CY,ECDC,SARIMA,WIS,4.18913043478261,-0.3051805117854463,7,6,0.2984224773639502
2024-10-23,hospital admissions,2024-10-20,1,CY,ECDC,soca_simplex,WIS,5.57913043478261,-0.7185699870572829,7,7,0.0
2024-10-23,hospital admissions,2024-10-20,1,CY,ISI,CovBcast,WIS,2.35347826086957,0.5266757666829928,7,3,0.6925231027723318
2024-10-23,hospital admissions,2024-10-20,1,CY,ISI,CovidABCaster,WIS,0.921304347826087,1.879720567025468,7,1,1.0
2024-10-23,hospital admissions,2024-10-20,1,CY,ISI,RC_AdaptEns2,WIS,3.5695652173913,-0.07427806726752757,7,5,0.4314384392793813
2024-10-23,hospital admissions,2024-10-20,1,CY,respicast,hubEnsemble,WIS,2.10695652173913,0.6863097499462917,7,2,0.7454494539344724
2024-10-23,hospital admissions,2024-10-20,1,CY,respicast,quantileBaseline,WIS,3.3904347826087,0.0,7,4,0.4698963875665072
2024-10-23,hospital admissions,2024-10-20,1,CZ,ECDC,SARIMA,WIS,59.9413043478261,-1.406561743482333,7,7,0.0
2024-10-23,hospital admissions,2024-10-20,1,CZ,ECDC,soca_simplex,WIS,14.3613043478261,0.6548019482409912,7,4,0.8740026845189958
2024-10-23,hospital admissions,2024-10-20,1,CZ,ISI,CovBcast,WIS,12.2530434782609,0.8838485960977293,7,2,0.9144288727521317
2024-10-23,hospital admissions,2024-10-20,1,CZ,ISI,CovidABCaster,WIS,7.7904347826087,1.5372129821891218,7,1,1.0
2024-10-23,hospital admissions,2024-10-20,1,CZ,ISI,RC_AdaptEns2,WIS,15.4217391304348,0.552023265254124,7,5,0.8536687036774573
2024-10-23,hospital admissions,2024-10-20,1,CZ,respicast,hubEnsemble,WIS,12.7004347826087,0.8321108477556769,7,3,0.9058500837870058
2024-10-23,hospital admissions,2024-10-20,1,CZ,respicast,quantileBaseline,WIS,22.6104347826087,0.0,7,6,0.7158244891493744
2024-10-23,hospital admissions,2024-10-20,1,FR,respicast,quantileBaseline,WIS,9.64130434782609,0.0,1,1,0.0
2024-10-23,hospital admissions,2024-10-20,1,GR,ECDC,SARIMA,WIS,116.181739130435,-0.7265902282970567,7,5,0.3682952788902966
2024-10-23,hospital admissions,2024-10-20,1,GR,ECDC,soca_simplex,WIS,171.396086956522,-1.2875410698905012,7,7,0.0
2024-10-23,hospital admissions,2024-10-20,1,GR,ISI,CovBcast,WIS,21.4773913043478,1.7089024267476198,7,1,1.0
2024-10-23,hospital admissions,2024-10-20,1,GR,ISI,CovidABCaster,WIS,84.8721739130435,-0.2735704335720276,7,3,0.5771389129760194
2024-10-23,hospital admissions,2024-10-20,1,GR,ISI,RC_AdaptEns2,WIS,128.083913043478,-0.8672961862618843,7,6,0.2889044206569968
2024-10-23,hospital admissions,2024-10-20,1,GR,respicast,hubEnsemble,WIS,105.052173913043,-0.5813129143357488,7,4,0.44253261912979325
2024-10-23,hospital admissions,2024-10-20,1,GR,respicast,quantileBaseline,WIS,70.2121739130435,0.0,7,2,0.6749252493380473
2024-10-23,hospital admissions,2024-10-20,1,HU,ECDC,SARIMA,WIS,6.46652173913043,0.09886944659584973,5,2,0.970976978952648
2024-10-23,hospital admissions,2024-10-20,1,HU,ECDC,soca_simplex,WIS,32.5617391304348,-2.2332464913548598,5,5,0.0
2024-10-23,hospital admissions,2024-10-20,1,HU,ISI,CovBcast,WIS,5.68652173913044,0.2843128873375485,5,1,1.0
2024-10-23,hospital admissions,2024-10-20,1,HU,respicast,hubEnsemble,WIS,6.48347826086957,0.09509136106622165,5,3,0.9703460437124877
2024-10-23,hospital admissions,2024-10-20,1,HU,respicast,quantileBaseline,WIS,6.92521739130435,0.0,5,4,0.9539093718149906
2024-10-23,hospital admissions,2024-10-20,1,IE,ECDC,SARIMA,WIS,26.3873913043478,-0.6694214206226686,7,6,0.009958919457240208
2024-10-23,hospital admissions,2024-10-20,1,IE,ECDC,soca_simplex,WIS,26.6308695652174,-0.6826722267842552,7,7,0.0
2024-10-23,hospital admissions,2024-10-20,1,IE,ISI,CovBcast,WIS,25.3713043478261,-0.6127703806024597,7,5,0.05151962440646591
2024-10-23,hospital admissions,2024-10-20,1,IE,ISI,CovidABCaster,WIS,2.18260869565217,2.926301902054743,7,1,1.0
2024-10-23,hospital admissions,2024-10-20,1,IE,ISI,RC_AdaptEns2,WIS,3.73,2.1531797745806243,7,2,0.9367075100922977
2024-10-23,hospital admissions,2024-10-20,1,IE,respicast,hubEnsemble,WIS,12.6447826086957,0.39188507602375966,7,3,0.5720687876793921
